assignment_id,description,group_id,due_date
200,Грамотный специалист предлагает свои услуги,41,2020-01-14 23:00:00
201,ОДНА КАПЛЯ УБИВАЕТ ЛОШАДЬ,41,2020-01-12 23:00:00
202,Красноармейцы подняли винтовки,42,2020-01-15 23:00:00
203,Каменщики выполнят строительные работы,42,2020-01-22 23:00:00
204,ХОРОШО РАБОТАЕТ СЛИВ,42,2020-01-10 23:00:00
205,Дедушка разрезал дыню,42,2020-01-27 23:00:00
206,Цена рассчитывается индивидуально,43,2020-01-26 23:00:00
207,Император отличался немалой личной храбростью,43,2020-01-29 23:00:00
208,Илюха опускает голову,43,2020-01-30 23:00:00
209,Фатти обнял Бетси,43,2020-01-13 23:00:00
210,Мотор работает очень хорошо,43,2020-01-03 23:00:00
211,Бригада окажет строительные услуги,43,2020-01-28 23:00:00
212,Рядом имеется кирпичный охраняемый гараж,43,2020-01-29 23:00:00
213,Бокалы имеют каплевидную форму,44,2020-01-11 23:00:00
214,Наше предприятие делает металлические конструкции,44,2020-01-25 23:00:00
215,Компьютер работает отлично,44,2020-01-17 23:00:00
216,Нетерпение подстегивает шаг,44,2020-01-24 23:00:00
217,Педали имеют взаимозависимый ход,44,2020-01-17 23:00:00
218,Тк хочу полный Привод,44,2020-01-09 23:00:00
219,Масло менялось вовремя,44,2020-01-10 23:00:00
220,Предприятие распродает товарные остатки,45,2020-01-11 23:00:00
221,Парник используется многократно,45,2020-01-29 23:00:00
222,Отдельно оплачивается уборка,45,2020-01-04 23:00:00
223,Учет продаж ведется автоматически,45,2020-01-30 23:00:00
224,Автобусы курсируют регулярно,45,2020-01-18 23:00:00
225,Колонки стоят дома,46,2020-01-16 23:00:00
226,Автомобиль ждет своего нового хозяина,46,2020-01-15 23:00:00
227,Оркестр играл туш,46,2020-01-02 23:00:00
228,Отлично дополнит любой интерьер,46,2020-01-11 23:00:00
229,Система загружается очень быстро,46,2020-01-16 23:00:00
230,Кармини пожал плечами,46,2020-01-05 23:00:00
231,Продам костюм юбка и кофта,47,2020-01-08 23:00:00
232,Кондиционер работает очень хорошо,47,2020-01-25 23:00:00
233,Вопросы вознаграждения обговариваются индивидуально,47,2020-01-25 23:00:00
234,Поселок застраивается коттеджами,47,2020-01-09 23:00:00
235,Товар имеет сертификаты,47,2020-01-13 23:00:00
236,Батист нажал кнопку,47,2020-01-05 23:00:00
237,Работы оформляются договором,48,2020-01-02 23:00:00
238,Мама выкинула лягушку,48,2020-01-02 23:00:00
239,Сережа пошел быстрее,48,2020-01-29 23:00:00
240,Милые добрые котята ищут хозяев,49,2020-01-01 23:00:00
241,Мадс заторопился домой,49,2020-01-17 23:00:00
242,Условия сотрудничества оговаривается индивидуально,49,2020-01-09 23:00:00
243,Каждая фаза сопровождаются удобными плакатами,49,2020-01-12 23:00:00
244,Волхвы завыли погромче,49,2020-01-12 23:00:00
245,Бой бежал впереди,50,2020-01-05 23:00:00
246,Вещи стоят как попало,50,2020-01-06 23:00:00
247,Цена соответствует действительности,50,2020-01-22 23:00:00
248,Электричество является единственным доступным оружием,50,2020-01-23 23:00:00
249,Дейер вызывает Ульянова,50,2020-01-06 23:00:00
250,Филипп хлопнул дверью,50,2020-01-24 23:00:00
251,Мишка пожал плечами,51,2020-01-03 23:00:00
252,Шапка смягчила удар,51,2020-01-11 23:00:00
253,Газ работает отлично,51,2020-01-16 23:00:00
254,Сарданапал покачал головой,51,2020-01-04 23:00:00
255,Верх покрывается сотовым поликарбонатом,51,2020-01-23 23:00:00
256,Девушка протягивает листок,52,2020-01-22 23:00:00
257,Дверь тихо отворилась,52,2020-01-28 23:00:00
258,Полиамидные поворотные колеса обеспечивают маневренность,52,2020-01-31 23:00:00
259,Санька сунул трешку,52,2020-01-25 23:00:00
260,Вентилятор крутится тихо,52,2020-01-13 23:00:00
261,ДВИГ РАБОТАЕТ ОТЛИЧНО,52,2020-01-22 23:00:00
262,Седан прокачивал достойно,53,2020-01-28 23:00:00
263,Кошка ищет дом,53,2020-01-28 23:00:00
264,Дети быстро растут,53,2020-01-01 23:00:00
265,Столешница имеет прямоугольную форму,53,2020-01-07 23:00:00
266,Жилетка одевается отдельно,53,2020-01-08 23:00:00
267,Ведро раскалилось докрасна,54,2020-01-19 23:00:00
268,Качество соответствует бренду,54,2020-01-25 23:00:00
269,Зрители затаили дыхание,54,2020-01-01 23:00:00
270,Ноги холодила роса,54,2020-01-07 23:00:00
271,Стоимость доставки оговаривается индивидуально,54,2020-01-14 23:00:00
272,Кожаный чехол будет отличным подарком,55,2020-01-11 23:00:00
273,Ручка регулируется кнопкой,55,2020-01-26 23:00:00
274,Тихо колышется осока,55,2020-01-22 23:00:00
275,Ужин прошел прекрасно,55,2020-01-03 23:00:00
276,Эргономичные ручки обеспечивают удобный захват,55,2020-01-17 23:00:00
277,Музыка задает стиль,55,2020-01-15 23:00:00
278,Люди торопятся домой,56,2020-01-21 23:00:00
279,Коляска имеет оригинальный дизайн,56,2020-01-24 23:00:00
280,Снизу находится резинобитумный слой,56,2020-01-31 23:00:00
281,Дело пахнет трибуналом,56,2020-01-03 23:00:00
282,Лупа хорошо увеличивает,56,2020-01-29 23:00:00
283,Девушка снимет комнату или квартиру,57,2020-01-15 23:00:00
284,Размер талии регулируется кулиской,57,2020-01-18 23:00:00
285,Чипы печать не блокируют,57,2020-01-09 23:00:00
286,Коляска прокатила мимо,57,2020-01-12 23:00:00
287,Коридор перекрывается железной дверью,57,2020-01-09 23:00:00
288,Пламя ослепило Таню,58,2020-01-04 23:00:00
289,Питер открыл дверь,58,2020-01-04 23:00:00
290,Мать поклонилась Пантелею,58,2020-01-21 23:00:00
291,Слезы мешали певцам,59,2020-01-22 23:00:00
292,Матрац комплектуется отдельно,59,2020-01-30 23:00:00
293,Велосипед имеет ободные тормоза,59,2020-01-15 23:00:00
294,Автомобиль обслуживался вовремя,59,2020-01-26 23:00:00
295,Испанец дал тон,60,2020-01-17 23:00:00
296,Болтун поднял руку,60,2020-01-28 23:00:00
297,Козлик выпаивается материнским молоком,60,2020-01-31 23:00:00
298,Крышка прилегает отлично,61,2020-01-15 23:00:00
299,Молнии работают отлично,61,2020-01-14 23:00:00
300,Организация продает Электродвигатели,61,2020-01-20 23:00:00
301,Батист побежал дальше,61,2020-01-16 23:00:00
302,Шотландец ищет хозяев,61,2020-01-30 23:00:00
303,Груша развязала узелок,61,2020-01-28 23:00:00
304,Санька мотнул головой,62,2020-01-12 23:00:00
305,Идеально прогревает любое помощение,62,2020-01-22 23:00:00
306,Распродажа осуществляется на дому,62,2020-01-30 23:00:00
307,Котенок ищет хороших хозяев,62,2020-01-16 23:00:00
308,Радость окрыляла Рамону,62,2020-01-28 23:00:00
309,Причина продажи сменил авто,62,2020-01-17 23:00:00
310,Крышки закрываются отлично,62,2020-01-16 23:00:00
311,Строительная организация ищет главного сварщика,63,2020-01-08 23:00:00
312,Девочка ищет своего первого мальчика,63,2020-01-07 23:00:00
313,Бант спереди отстегивается,63,2020-01-02 23:00:00
314,Питание организуется самостоятельно,64,2020-01-13 23:00:00
315,Саша открыл глаза,64,2020-01-19 23:00:00
316,Милиционер вводит Генку,64,2020-01-06 23:00:00
317,Маршрутка ходит хорошо,64,2020-01-01 23:00:00
318,Бригада рабочих ищет подряд,64,2020-01-10 23:00:00
319,Тимми зарычал снова,64,2020-01-31 23:00:00
320,Отлично знает лоток,64,2020-01-18 23:00:00
321,Бригада выполняет строительные работы,65,2020-01-03 23:00:00
322,Папа купил телевизор,65,2020-01-29 23:00:00
323,Тимсон молча напирал,65,2020-01-17 23:00:00
324,Веселье идет вовсю,65,2020-01-18 23:00:00
325,Костюмы сидят великолепно,65,2020-01-10 23:00:00
326,Пушистики ждут своих хозяев,65,2020-01-23 23:00:00
327,Кожа сохранилась идеально,66,2020-01-25 23:00:00
328,Короткое нажатие включает экран,66,2020-01-12 23:00:00
329,Шурасик задумчиво позеленел,66,2020-01-15 23:00:00
330,Каждая конфорка имеет независимый терморегулятор,66,2020-01-31 23:00:00
331,Футуристические интерьеры пользуются огромной популярностью,66,2020-01-01 23:00:00
332,Генка показал пятерню,66,2020-01-18 23:00:00
333,МФУ работает исправно,66,2020-01-01 23:00:00
334,Крышка имеет внешние боковые зажимы,67,2020-01-17 23:00:00
335,Талия регулируется ремнем,67,2020-01-02 23:00:00
336,Обходительный котик приглашает кошечек,67,2020-01-09 23:00:00
337,Мама умрет совсем,67,2020-01-31 23:00:00
338,ГЛАЗКИ КАТАЮТСЯ ВНУТРИ,68,2020-01-05 23:00:00
339,Рельефная подошва предотвратит скольжение,68,2020-01-14 23:00:00
340,Машааллагь тянет отлично,68,2020-01-04 23:00:00
341,Красиво плавают блёстки,68,2020-01-30 23:00:00
342,Рекс тяжело вздохнул,69,2020-01-05 23:00:00
343,Бенгальские огни украсят любое мероприятие,69,2020-01-31 23:00:00
344,Женя сидел рядом,69,2020-01-20 23:00:00
345,Инструменты проходят стерилизацию,69,2020-01-09 23:00:00
346,Сыроежкин поднял руку,69,2020-01-27 23:00:00
347,Подрощеный котенок ждет любящих хозяев,70,2020-01-07 23:00:00
348,Специалист уложит ЛАМИНАТ,70,2020-01-09 23:00:00
349,Просторная 1-комнатная квартира сдается посуточно,70,2020-01-28 23:00:00
350,Мать топила печку,70,2020-01-15 23:00:00
351,Стекло имеет сферическую поверхность,70,2020-01-09 23:00:00
352,Пояс хорошо подчеркивает фигуру,70,2020-01-16 23:00:00
353,Отлично размывает задний фон,70,2020-01-10 23:00:00
354,Насос качает воду,71,2020-01-20 23:00:00
355,Кайт отлично управляется,71,2020-01-13 23:00:00
356,Матрасы продаются отдельно,71,2020-01-21 23:00:00
357,Фокс опустил глаза,71,2020-01-05 23:00:00
358,Подруги задумчиво промолчали,71,2020-01-06 23:00:00
359,Автомобиль прошел полную техническую диагностику,71,2020-01-27 23:00:00
360,Один человек выполню работу,72,2020-01-29 23:00:00
361,Девочка ждет своих любящих родителей,72,2020-01-30 23:00:00
362,Транснистрия была оккупационной зоной,72,2020-01-22 23:00:00
363,Саню окружили ребята,73,2020-01-08 23:00:00
364,Тут начался ажиотаж,73,2020-01-04 23:00:00
365,ВДНХ сдается посуточно,73,2020-01-25 23:00:00
366,Паутина работе не мешает,73,2020-01-03 23:00:00
367,Удобная рукоятка обеспечивает хорошую маневренность,73,2020-01-22 23:00:00
368,Фото портит видимость бюстгалтера,73,2020-01-18 23:00:00
369,Устройство уменьшает шум,74,2020-01-11 23:00:00
370,Белые рукава имитируют блузу,74,2020-01-01 23:00:00
371,Бригада возьмет обьемы,74,2020-01-27 23:00:00
372,Поезд уносится вдаль,74,2020-01-13 23:00:00
373,Автовладелец ищет владельцев груза,74,2020-01-15 23:00:00
374,Отлично освещает помещение,75,2020-01-06 23:00:00
375,Ванька загадочно улыбнулся,75,2020-01-10 23:00:00
376,Ресторан имеет постоянную клиентуру,75,2020-01-06 23:00:00
377,Маленькие красавцы ждут своих хозяев,76,2020-01-31 23:00:00
378,Наши сотрудники сделают верные замеры,76,2020-01-29 23:00:00
379,Ночью расшумелась Катунь,76,2020-01-22 23:00:00
380,Спереди используется защитное стекло,76,2020-01-23 23:00:00
381,Леночка одобряет Таню,76,2020-01-31 23:00:00
382,Бревно имеет красивые изгибы,77,2020-01-24 23:00:00
383,Тетки пожаловались маме,77,2020-01-05 23:00:00
384,Радуга выросла впереди,77,2020-01-08 23:00:00
385,Дает очень комфортное тепло,77,2020-01-05 23:00:00
386,Глак подался вперед,78,2020-01-27 23:00:00
387,Юлий разгадал тайну,78,2020-01-30 23:00:00
388,Кресло имеет строгий индивидуальный стиль,78,2020-01-15 23:00:00
389,Вопрос решился неожиданно,78,2020-01-29 23:00:00
390,Продам костюм юбка и кофта,79,2020-01-15 23:00:00
391,Женька стеснялся недолго,79,2020-01-15 23:00:00
392,Рисунок дает красивый блеск,79,2020-01-31 23:00:00
393,Отряд покинул джунгли,79,2020-01-17 23:00:00
394,Вырез удлиняет шею,79,2020-01-14 23:00:00
395,Аккумулятор держит заряд хорошо,80,2020-01-15 23:00:00
396,Жилет продается отдельно,80,2020-01-20 23:00:00
397,Нацианальность не имеет значения,80,2020-01-27 23:00:00
398,Тимми вилял хвостом,81,2020-01-28 23:00:00
399,Латуня понюхал землю,81,2020-01-23 23:00:00
400,Люди каку не пожелают,81,2020-01-30 23:00:00
401,Пушистые комочки ждут новых хозяев,82,2020-01-27 23:00:00
402,Горе взяло Трофима,82,2020-01-05 23:00:00
403,Рядом проходят коммуникации,82,2020-01-09 23:00:00
404,Таня сочувственно кивает,82,2020-01-31 23:00:00
405,Гитарой идет чехол,82,2020-01-27 23:00:00
406,Чистокровные милашки ищут новый дом,82,2020-01-12 23:00:00
407,Собственник возьмет семью или студентов,83,2020-01-24 23:00:00
408,Автобус ходит регулярно,83,2020-01-14 23:00:00
409,Филипп толкнул дверь,83,2020-01-13 23:00:00
410,Старушка расцеловала старичка,83,2020-01-07 23:00:00
411,Плюшевые комочки ждут своих хозяев,83,2020-01-10 23:00:00
412,Ушки лежат отлично,84,2020-01-03 23:00:00
413,Тучи закрыли луну,84,2020-01-23 23:00:00
414,Шотландская кошечка ждет своих хозяев,84,2020-01-29 23:00:00
415,Пояс регулируется резинками,84,2020-01-11 23:00:00
416,Рубщик мяса ищет работу,84,2020-01-27 23:00:00
417,Шнуровка регулирует плотность посадки,84,2020-01-06 23:00:00
418,История складывалась так,85,2020-01-07 23:00:00
419,Холодильник работает хорошо,85,2020-01-06 23:00:00
420,БИЛЛИНА ПУГАЕТ КОРОЛЯ ГНОМОВ,85,2020-01-10 23:00:00
421,Ребёнок порвал коробку,85,2020-01-15 23:00:00
422,Широкая подошва обладает отличной гибкостью,86,2020-01-26 23:00:00
423,Электроника функционирует безупречно,86,2020-01-06 23:00:00
424,Строители выбирают пеплоблок,86,2020-01-21 23:00:00
425,Молодая семья снимет квартиру,87,2020-01-13 23:00:00
426,Двигатель запускается нормально,87,2020-01-16 23:00:00
427,Сумка отличается своей легкостью,87,2020-01-15 23:00:00
428,Коробка перебирались полностью,88,2020-01-15 23:00:00
429,ХОРОШО РАБОТАЕТ СЛИВ,88,2020-01-18 23:00:00
430,Шлем имеет солнцезащитные очки,88,2020-01-16 23:00:00
431,Радио работает супер,88,2020-01-17 23:00:00
432,Причина продажи завязал строительством,88,2020-01-01 23:00:00
433,Тэн греет отлично,88,2020-01-10 23:00:00
434,Студентки ищут работу,88,2020-01-26 23:00:00
435,Промышленный альпинист ищет работу,89,2020-01-23 23:00:00
436,Шацкий спал еще,89,2020-01-14 23:00:00
437,Семен работает хорошо,89,2020-01-14 23:00:00
438,Быстро набирает холод,89,2020-01-13 23:00:00
439,Харлампий развел руками,89,2020-01-14 23:00:00
440,Овцы прибежали гурьбой,89,2020-01-04 23:00:00
441,Щенок имеет клеймо и ветпаспорт,89,2020-01-25 23:00:00
442,Синэ покачал головой,90,2020-01-27 23:00:00
443,Бригада ищет объёмную работу,90,2020-01-28 23:00:00
444,Вложений Машина не требует,90,2020-01-20 23:00:00
445,Серьги имеют надёжную застёжку,90,2020-01-01 23:00:00
446,Тимми опустил хвост,90,2020-01-08 23:00:00
447,Книга содержит фотографии,90,2020-01-29 23:00:00
448,Котенок явно пошел в папу,91,2020-01-15 23:00:00
449,Клепальщики заметили мальчишку,91,2020-01-15 23:00:00
450,Вспышка открывается руками,91,2020-01-15 23:00:00
451,Дик нашел палку,92,2020-01-14 23:00:00
452,Пьезодатчик выдает реалистичное акустическое звучание,92,2020-01-15 23:00:00
453,Мать подоила корову,92,2020-01-03 23:00:00
454,Мастер ищет заказы,92,2020-01-07 23:00:00
455,Сзади утягивается карсетом,92,2020-01-26 23:00:00
