assignment_id,description,group_id,due_date
83,Британская кошечка ищет хозяина,18,2020-01-09 23:00:00
84,Печенюшкин оглядел гостиную,18,2020-01-17 23:00:00
85,Автомойка имеет постоянных клиентов,18,2020-01-29 23:00:00
86,Руки схватили багор,18,2020-01-23 23:00:00
87,Быстро обернулся орлан,18,2020-01-30 23:00:00
88,Дочка сняла один цветочек,18,2020-01-24 23:00:00
89,Ишак отправлялся обратно,19,2020-01-11 23:00:00
90,Утром появилась надежда,19,2020-01-23 23:00:00
91,Элис удовлетворенно вздохнула,19,2020-01-18 23:00:00
92,Прибамбас выключил изображение,20,2020-01-19 23:00:00
93,Ребята окружили Сьюзи,20,2020-01-28 23:00:00
94,Коротышки везде живут,20,2020-01-30 23:00:00
95,Квартиру снимают студенты,20,2020-01-25 23:00:00
96,Мортен взял яблоко,21,2020-01-29 23:00:00
97,Коляска имеет хорошую проходимость,21,2020-01-20 23:00:00
98,Казаки шли рысью,21,2020-01-19 23:00:00
99,Подошва мигает разноцветными огоньками,22,2020-01-13 23:00:00
100,Мена зовут Наталья,22,2020-01-26 23:00:00
101,Двойной капюшон заменяет шапку,22,2020-01-14 23:00:00
102,Отличное состояние работает тихо,22,2020-01-15 23:00:00
103,Диана невольно вздрогнула,22,2020-01-26 23:00:00
104,Внутри имеется небольшой начес,23,2020-01-22 23:00:00
105,Лида проглотила слезы,23,2020-01-12 23:00:00
106,Лапотник махнул рукой,23,2020-01-02 23:00:00
107,Трехцветная красавица ищет своих родителей,23,2020-01-10 23:00:00
108,Мальчик быстро поправился,23,2020-01-24 23:00:00
109,Вакуумные наконечники отлично передают звук,23,2020-01-02 23:00:00
110,Ваши размеры оговариваются отдельно,23,2020-01-12 23:00:00
111,Динамик играет чисто,24,2020-01-28 23:00:00
112,Анюта громко вопит,24,2020-01-16 23:00:00
113,Комплексная бригада ищет работу,24,2020-01-13 23:00:00
114,Вся оптика сверкает разноцветными огнями,25,2020-01-24 23:00:00
115,Ширина регулируется резинками,25,2020-01-22 23:00:00
116,Профессор распахнул окно,25,2020-01-03 23:00:00
117,Радио работает хорошо,25,2020-01-15 23:00:00
118,Покупатель комиссию не оплачивает,25,2020-01-11 23:00:00
119,Дочь ломала руки,26,2020-01-13 23:00:00
120,Айфоном пользовалась девушка,26,2020-01-02 23:00:00
121,Стинол отлично работает,26,2020-01-31 23:00:00
122,Маняша тяжело вздыхает,26,2020-01-10 23:00:00
123,Эджи кивнула ребятам,27,2020-01-03 23:00:00
124,КПП работает хорошо,27,2020-01-26 23:00:00
125,Ответ обрадовал Ильсора,27,2020-01-24 23:00:00
126,Ноутбук хорошо держит заряд,27,2020-01-10 23:00:00
127,Вся продукция имеет установленные размеры,27,2020-01-18 23:00:00
128,Сзади есть небольшой шлейф,28,2020-01-03 23:00:00
129,Мины разрывались рядом,28,2020-01-12 23:00:00
130,Рядом лежала гитара,28,2020-01-03 23:00:00
131,Сергей разжал кулаки,28,2020-01-23 23:00:00
132,Брюки имеют съемные эластичные бретели,29,2020-01-14 23:00:00
133,Костры обозначают стоянки,29,2020-01-16 23:00:00
134,Володя перебежал площадь,29,2020-01-17 23:00:00
135,Аниска бросила полено,29,2020-01-21 23:00:00
136,Тут спит Костик,29,2020-01-29 23:00:00
137,Краны продаются отдельно,29,2020-01-09 23:00:00
138,Ребята запели песню,30,2020-01-28 23:00:00
139,Бретели регулируются пуговками,30,2020-01-12 23:00:00
140,Модели быстро заканчиваются,30,2020-01-28 23:00:00
141,Телевизор показывает супер,31,2020-01-19 23:00:00
142,Командор включил прожектор,31,2020-01-20 23:00:00
143,Надя отвела руку,31,2020-01-06 23:00:00
144,Книги продаются одним лотом,32,2020-01-24 23:00:00
145,КУ оплачивается отдельно,32,2020-01-19 23:00:00
146,Публика кинулась наутек,32,2020-01-15 23:00:00
147,Машина не требует вложений,32,2020-01-10 23:00:00
148,Машина эксплуатировалась бережно,32,2020-01-05 23:00:00
149,Фашисты бомбили Севастополь,32,2020-01-20 23:00:00
150,Спинка фиксируется эксцентриком,32,2020-01-09 23:00:00
151,Музыканты стояли молча,33,2020-01-22 23:00:00
152,Рукава одеваются отдельно,33,2020-01-16 23:00:00
153,Телефон имеет отличные характеристики,33,2020-01-09 23:00:00
154,Внешне есть небольшие жизненные потертости,33,2020-01-01 23:00:00
155,Брючины хорошо подворачиваются,33,2020-01-21 23:00:00
156,Разгрузку осуществляют наши грузчики,34,2020-01-21 23:00:00
157,КОТЯТА ПРОДАЮТСЯ ОЧЕНЬ БЫСТРО,34,2020-01-31 23:00:00
158,Плюшевые комочки ждут своих хозяев,34,2020-01-02 23:00:00
159,Плохо срабатывает передняя камера,34,2020-01-28 23:00:00
160,Ходом пошла вода,34,2020-01-15 23:00:00
161,Сборка оплачивается отдельно,35,2020-01-09 23:00:00
162,Комплект имеет светоотражающие элементы,35,2020-01-01 23:00:00
163,Мать была витринным образцом,35,2020-01-19 23:00:00
164,ЖЕЛЕЗНЫЙ ДРОВОСЕК СРЫВАЕТ РОЗУ,35,2020-01-11 23:00:00
165,Дети пошли дальше,35,2020-01-31 23:00:00
166,Платье не требует химчистки,35,2020-01-25 23:00:00
167,Камеры пашут отлично,35,2020-01-31 23:00:00
168,Машинисты ведут поезда,36,2020-01-30 23:00:00
169,Пес устремился наружу,36,2020-01-22 23:00:00
170,Каждая процедура программируется индивидуально,36,2020-01-23 23:00:00
171,Квартира имеет газовое поэтажное отопление,36,2020-01-29 23:00:00
172,Сладенькая девчонка ищет хозяев,36,2020-01-06 23:00:00
173,Модель выделяется изысканным дизайном,36,2020-01-24 23:00:00
174,Тут пришел Леша,37,2020-01-15 23:00:00
175,Бетси громко разрыдалась,37,2020-01-26 23:00:00
176,Диван раздвигается вперед,37,2020-01-10 23:00:00
177,Мальчик ищет девочку,38,2020-01-07 23:00:00
178,Рукава регулируется хлястиком,38,2020-01-11 23:00:00
179,Краски имеют природный шелковистый блеск,38,2020-01-27 23:00:00
180,Маляр подмигнул Феде,38,2020-01-25 23:00:00
181,Ребята двинулись следом,38,2020-01-30 23:00:00
182,Коробка работает идеально,39,2020-01-02 23:00:00
183,Пип прикусил язык,39,2020-01-01 23:00:00
184,Корсет регулируется шнуровкой,39,2020-01-04 23:00:00
185,АГЕНТ ЖИВЕТ РЯДОМ,40,2020-01-19 23:00:00
186,Хорошо украшает интерьер дома,40,2020-01-25 23:00:00
187,Рядом есть офисные помещения,40,2020-01-25 23:00:00
188,Николай пошёл домой,41,2020-01-21 23:00:00
189,Кожаный пояс приобретался отдельно,41,2020-01-17 23:00:00
190,Оснастка имеет цилиндрический хвостовик,41,2020-01-25 23:00:00
191,Цена обговаривается заранее,42,2020-01-17 23:00:00
192,Котик очень хочет девочку,42,2020-01-20 23:00:00
193,Бородачи заполнили двор,42,2020-01-24 23:00:00
194,Порри поднял излучатель,42,2020-01-03 23:00:00
195,Свет внутри горит,42,2020-01-24 23:00:00
196,Рядом есть платная парковка,42,2020-01-24 23:00:00
197,Смерч закружился медленнее,42,2020-01-09 23:00:00
198,Велотренажёр использовался немного,43,2020-01-20 23:00:00
199,Данное сукно обладает повышенной износоустойчивостью,43,2020-01-03 23:00:00
200,Рубинчик рекомендует йод,43,2020-01-11 23:00:00
201,Быстро набирает холод,44,2020-01-28 23:00:00
202,Шапочка закрывает ушки,44,2020-01-29 23:00:00
203,Чудик обнаружил клад,44,2020-01-02 23:00:00
204,Такой аксессуар станет прекрасным подарком,44,2020-01-21 23:00:00
205,Платформа компенсирует высокий каблук,44,2020-01-30 23:00:00
206,Коляска имеет оригинальный дизайн,45,2020-01-10 23:00:00
207,Вчера вызывал следователь,45,2020-01-04 23:00:00
208,Пересылки оплачивается отдельно,45,2020-01-07 23:00:00
209,Вся электрика работает отлично,45,2020-01-27 23:00:00
210,Сверху донесся топот,45,2020-01-07 23:00:00
211,Ткань напоминает крепдешин,46,2020-01-28 23:00:00
212,Молодой специалист ищет работу,46,2020-01-22 23:00:00
213,Угроза возымела действие,46,2020-01-14 23:00:00
214,Энн презрительно усмехнулась,46,2020-01-23 23:00:00
215,Пароварка работает отлично,46,2020-01-14 23:00:00
216,Крышки закрываются отлично,46,2020-01-24 23:00:00
217,Аппарат набирал скорость,46,2020-01-05 23:00:00
218,Коломыта сгибает руку,47,2020-01-09 23:00:00
219,Электрика работает отлично,47,2020-01-07 23:00:00
220,Девчата отвечали смешком,47,2020-01-28 23:00:00
221,Привод крутит отлично,47,2020-01-13 23:00:00
222,Дурнев затаил дыхание,47,2020-01-17 23:00:00
223,Шина имеет возможность нарезки,47,2020-01-17 23:00:00
224,Застежка хорошо работает,47,2020-01-30 23:00:00
225,Студент потер лоб,48,2020-01-27 23:00:00
226,Электроник покачал головой,48,2020-01-09 23:00:00
227,Пёс шагает рядом,48,2020-01-21 23:00:00
228,Наташа кивнула головой,48,2020-01-05 23:00:00
229,Девочка ждет своих хозяев,49,2020-01-07 23:00:00
230,Мама рожает самостоятельно,49,2020-01-25 23:00:00
231,Отлично морозит морозилка,49,2020-01-21 23:00:00
232,Ассортимент ноутбуков постоянно обновляется,49,2020-01-14 23:00:00
233,Опытный бухгалтер ищет работу,49,2020-01-09 23:00:00
234,Шофер отворил дверцу,49,2020-01-16 23:00:00
235,Старики любят тепло,50,2020-01-05 23:00:00
236,Яшка замахнулся дубинкой,50,2020-01-02 23:00:00
237,Всегда есть свободный вариант,50,2020-01-05 23:00:00
238,Игрушки разбираются очень быстро,50,2020-01-14 23:00:00
239,Филипп оглядывал комнату,50,2020-01-27 23:00:00
240,Стол имеет отверстие,50,2020-01-16 23:00:00
241,Иван сжал кулаки,50,2020-01-16 23:00:00
242,Страх открывает двери,51,2020-01-26 23:00:00
243,Новым хозяевам остается встроенная кухня,51,2020-01-28 23:00:00
244,Машинкой пользовалась девушка,51,2020-01-17 23:00:00
245,Звездочкин включил воспроизведение,51,2020-01-22 23:00:00
246,Шорты продаются отдельно,51,2020-01-07 23:00:00
247,Массажные головки имеют встроенный нагрев,51,2020-01-09 23:00:00
248,Тут случилось чудо,51,2020-01-11 23:00:00
249,Димка вышел вперед,52,2020-01-06 23:00:00
250,Федька отдернул руку,52,2020-01-25 23:00:00
251,Печь имеет безупречные технические характеристики,52,2020-01-21 23:00:00
252,Рубщик мяса ищет работу,53,2020-01-08 23:00:00
253,Сзади имеется потайная Молния,53,2020-01-02 23:00:00
254,Шурасик погрыз карандашик,53,2020-01-18 23:00:00
255,Время пролетит незаметно,54,2020-01-27 23:00:00
256,Болтовня унижает слово,54,2020-01-11 23:00:00
257,Монтаж кондиционера рассчитывается индивидуально,54,2020-01-23 23:00:00
258,Федя распахнул калитку,54,2020-01-03 23:00:00
259,Газ работает отлично,54,2020-01-20 23:00:00
260,Полицейский отпихнул собаку,55,2020-01-12 23:00:00
261,Там надрывался телефон,55,2020-01-23 23:00:00
262,Причина продажи занимает место,55,2020-01-11 23:00:00
263,Сергей пожал плечами,56,2020-01-21 23:00:00
264,Шофер отворил дверцу,56,2020-01-26 23:00:00
265,Колёса эксплуатировались мало,56,2020-01-08 23:00:00
266,Вадимка позавидовал ребятишкам,56,2020-01-11 23:00:00
267,Рядом строится сосед,56,2020-01-21 23:00:00
268,Реальному покупателю будет адекватный торг,56,2020-01-22 23:00:00
269,Транспортное средство работает отлично,56,2020-01-31 23:00:00
270,Сикорский мрачно слушал,57,2020-01-01 23:00:00
271,Урок проходит блестяще,57,2020-01-20 23:00:00
272,Клинт покачал головой,57,2020-01-29 23:00:00
273,Весь ассортимент прошел предпродажную подготовку,57,2020-01-28 23:00:00
274,Кондер работает отлично,57,2020-01-05 23:00:00
275,Найда любит детей,57,2020-01-04 23:00:00
276,Имеется очень большой подпол,57,2020-01-30 23:00:00
277,Котенок ищет хороших хозяев,58,2020-01-12 23:00:00
278,Приставка использовалась дома,58,2020-01-28 23:00:00
279,Рядом сдается садик,58,2020-01-23 23:00:00
280,Ступка запрягает Милку,58,2020-01-07 23:00:00
281,Матрас покупался отдельно,58,2020-01-03 23:00:00
282,Аккумулятор долго держит заряд,58,2020-01-06 23:00:00
283,Вещи носила одна девочка,58,2020-01-07 23:00:00
284,Цветочный рисунок просто притягивает внимание,59,2020-01-13 23:00:00
285,Рукава регулируется хлястиком,59,2020-01-18 23:00:00
286,Дальние поездки обсуждаются индивидуально,59,2020-01-11 23:00:00
287,Цена услуг формируется индивидуально,59,2020-01-15 23:00:00
288,Оптовые цены обговариваются индивидуально,60,2020-01-12 23:00:00
289,Шины идут бонусом,60,2020-01-03 23:00:00
290,Печка греет очень хорошо,60,2020-01-31 23:00:00
291,Ласковые котята ищут новый дом,61,2020-01-19 23:00:00
292,Кисюня ждет любиших родителей,61,2020-01-16 23:00:00
293,Щенок ест сухой корм,61,2020-01-21 23:00:00
294,Лупа хорошо увеличивает,61,2020-01-29 23:00:00
295,Саранча полетела дальше,62,2020-01-14 23:00:00
296,Обивка хорошо чистится,62,2020-01-26 23:00:00
297,Внутри есть тоненький подклад,62,2020-01-07 23:00:00
298,Здесь ютилась беднота,62,2020-01-18 23:00:00
299,Артем посветил фонариком,62,2020-01-18 23:00:00
300,Отделка велась белорусами,62,2020-01-15 23:00:00
301,Пароход медленно отчаливал,63,2020-01-29 23:00:00
302,Шея закрывается хорошо,63,2020-01-26 23:00:00
303,Отец развел руками,63,2020-01-04 23:00:00
304,Дракон спохватился поздно,63,2020-01-18 23:00:00
305,Собственный автопарк гарантирует своевременныебесперебойные поставки,63,2020-01-18 23:00:00
306,Костя протер глаза,63,2020-01-21 23:00:00
307,Ягун запрыгнул сзади,64,2020-01-23 23:00:00
308,Бригада кровельщиков ищем работу,64,2020-01-20 23:00:00
309,Козырек отпускается полностью,64,2020-01-08 23:00:00
310,Дыхание поднимало грудь,65,2020-01-16 23:00:00
311,Тел пашет идеально,65,2020-01-20 23:00:00
312,Камера холодильника работает хорошо,65,2020-01-14 23:00:00
313,Платье мягко облегает фигуру,65,2020-01-07 23:00:00
314,Колонки выдают отличное звучание,65,2020-01-06 23:00:00
315,Класс удивленно замер,66,2020-01-28 23:00:00
316,Рукава имеют защитные накладки,66,2020-01-11 23:00:00
317,Штаны отлично садятся,66,2020-01-27 23:00:00
318,Аккумулятор держит зарядку хорошо,66,2020-01-30 23:00:00
319,Стол ждет своего хозяина,66,2020-01-13 23:00:00
320,Директор внимательно слушал,66,2020-01-28 23:00:00
321,Ребёнок носил аккуратно,66,2020-01-05 23:00:00
322,Малыши загудели громче,67,2020-01-20 23:00:00
323,Датчик имеет синюю подсветку,67,2020-01-21 23:00:00
324,Материал напоминает плотный бархат,67,2020-01-10 23:00:00
325,Время прошло незаметно,67,2020-01-16 23:00:00
326,Забава шла впереди,67,2020-01-31 23:00:00
327,Передние колеса поворачиваются рулем,67,2020-01-06 23:00:00
328,Тренировки проводит квалифицированный тренер,67,2020-01-10 23:00:00
329,Котята прошли актировку клуба,68,2020-01-26 23:00:00
330,Берег отлично простреливался,68,2020-01-13 23:00:00
331,Резина отходила пару сезонов,68,2020-01-08 23:00:00
332,Володя пятился задом,68,2020-01-17 23:00:00
333,Титулованный кобель ждет невесту,68,2020-01-08 23:00:00
334,Рассходники менялись вовремя,68,2020-01-14 23:00:00
335,Доставка обговаривается индивидуально,69,2020-01-14 23:00:00
336,Заряд держится долго,69,2020-01-05 23:00:00
337,Семейная пара ищет работу,69,2020-01-04 23:00:00
338,Гарантия кончилась недавно,69,2020-01-10 23:00:00
339,Дверца имеет тройное остекление,70,2020-01-16 23:00:00
340,Сашук шагает дальше,70,2020-01-20 23:00:00
341,Телефон работает прекрасно,70,2020-01-17 23:00:00
342,Камень легко режет стекло,70,2020-01-08 23:00:00
343,Широкая подошва обладает отличной гибкостью,70,2020-01-22 23:00:00
344,Тепло регулируется газовым котлом,70,2020-01-05 23:00:00
345,Ручка обеспечивает нужную высоту,71,2020-01-04 23:00:00
346,Будни освещались коптилкой,71,2020-01-20 23:00:00
347,Гришка передернул плечами,71,2020-01-02 23:00:00
348,Дверь открыл дворник,71,2020-01-15 23:00:00
349,Антимикробное покрытие предотвращает появление запаха,72,2020-01-08 23:00:00
350,Свиридов позвал адъютанта,72,2020-01-07 23:00:00
351,Артемка шагнул вперед,72,2020-01-28 23:00:00
352,Елочки имеют сертификаты качества,72,2020-01-01 23:00:00
353,Трубку сняла женщина,73,2020-01-09 23:00:00
354,Шиншиллы не вызывают аллергию,73,2020-01-12 23:00:00
355,Бригада подсобников ищет работу,73,2020-01-21 23:00:00
356,Дополнительные стрелы продаются отдельно,73,2020-01-29 23:00:00
357,Семья купит дом,74,2020-01-31 23:00:00
358,Карасик стоял позади,74,2020-01-30 23:00:00
359,Люди любят зрелища,74,2020-01-17 23:00:00
360,Территория обсуждается отдельно,74,2020-01-19 23:00:00
361,Гурий покачал головой,75,2020-01-27 23:00:00
362,Приставка работает идеально,75,2020-01-15 23:00:00
363,Ибрагим останавливает коня,75,2020-01-25 23:00:00
364,Солдаты одобрительно загудели,75,2020-01-06 23:00:00
365,Внешняя камера работает отлично,75,2020-01-13 23:00:00
366,Алексей напрягает воображение,75,2020-01-27 23:00:00
367,Слово взял командир,76,2020-01-11 23:00:00
368,Вся необходимая инфраструктура находится рядом,76,2020-01-21 23:00:00
369,Платайс подмигнул Петрову,76,2020-01-27 23:00:00
370,Папа вернулся нескоро,76,2020-01-30 23:00:00
371,Лиза невольно улыбнулась,76,2020-01-11 23:00:00
372,Капюшон пристегивается молнией,76,2020-01-10 23:00:00
373,Резинки прилегают плотно,77,2020-01-15 23:00:00
374,Там командовал Андрюша,77,2020-01-26 23:00:00
375,Ночью шел снег,77,2020-01-20 23:00:00
376,Холода заводилась идеально,77,2020-01-17 23:00:00
377,Рядом проходит трехфазное электричество,77,2020-01-26 23:00:00
378,Сингалез назвал цену,77,2020-01-31 23:00:00
379,Пчелка потеряла сознание,77,2020-01-02 23:00:00
380,Пушистые малыши ищут заботливых хозяев,78,2020-01-06 23:00:00
381,РЫЖОНКА ДОМОЙ ПРИШЛА,78,2020-01-26 23:00:00
382,Рукавчик регулируется липучкой,78,2020-01-14 23:00:00
383,Палло достал ракетницу,79,2020-01-26 23:00:00
384,Котенок вырастет крупным котом,79,2020-01-12 23:00:00
385,Воротник делается стойкой,79,2020-01-15 23:00:00
386,Автомобиль продается официльным дилером,79,2020-01-15 23:00:00
387,Британская кошечка ищет заботливых хозяев,79,2020-01-25 23:00:00
388,Постоянно есть новые работы,80,2020-01-30 23:00:00
389,Фото искажает реальный цвет,80,2020-01-10 23:00:00
390,Корнилов повторил движение,80,2020-01-25 23:00:00
391,Фасон платья скрадывает недостатки,81,2020-01-03 23:00:00
392,Барни лег опять,81,2020-01-25 23:00:00
393,Причина продажи беру Сонату,81,2020-01-15 23:00:00
394,Ночь наступила быстро,81,2020-01-28 23:00:00
395,Отец долго молчал,81,2020-01-17 23:00:00
396,Телефон очень искажает качество,81,2020-01-04 23:00:00
397,Лена прибавила громкость,81,2020-01-24 23:00:00
398,Таня поставила блюдце,82,2020-01-27 23:00:00
399,Цена оговаривается сразу,82,2020-01-31 23:00:00
400,Дом охраняется полицией,82,2020-01-12 23:00:00
401,Саша покорно отвечает,82,2020-01-11 23:00:00
402,Семья снимут дом,82,2020-01-28 23:00:00
403,Жан стиснул зубы,82,2020-01-08 23:00:00
404,Красивые волны подчеркивают женственнось,83,2020-01-19 23:00:00
405,Диана подняла голову,83,2020-01-09 23:00:00
406,Мама осмотрела рану,83,2020-01-07 23:00:00
407,Юля молча кивнула,83,2020-01-17 23:00:00
408,Фильм делается долго,84,2020-01-26 23:00:00
409,Молодая хориха ищет опытного мужа,84,2020-01-26 23:00:00
410,Надежная гарантия три мес,84,2020-01-14 23:00:00
411,Сорокин нахлобучивал фуражку,85,2020-01-13 23:00:00
412,Наименование бренда гарантирует качество,85,2020-01-31 23:00:00
413,Такие заплатки использует наша мастерская,85,2020-01-22 23:00:00
414,Сын носил мало,85,2020-01-15 23:00:00
415,Пианино снимается отдельно,85,2020-01-05 23:00:00
416,Такое оформление оттенит классический интерьер,85,2020-01-31 23:00:00
417,Автомат переключается идеально,85,2020-01-25 23:00:00
418,Клавиатура имеет подсветку,86,2020-01-10 23:00:00
419,Музыканты стояли молча,86,2020-01-11 23:00:00
420,Барни улегся опять,86,2020-01-25 23:00:00
421,Опытная бригада ищем работу,87,2020-01-09 23:00:00
422,Боди надевали пару раз,87,2020-01-22 23:00:00
423,Лифт всегда работает,87,2020-01-02 23:00:00
424,Опора приобретается отдельно,87,2020-01-08 23:00:00
425,Видоискатель имеет трехкратное увеличение,87,2020-01-08 23:00:00
426,Автомобиль оставит приятные впечатление,87,2020-01-20 23:00:00
427,Специалист уложит КЕРАМИЧЕСКУЮ ПЛИТКУ,88,2020-01-31 23:00:00
428,Директор ломал руки,88,2020-01-23 23:00:00
429,Наперсток пожал плечами,88,2020-01-31 23:00:00
430,Собаки наддали лаю,88,2020-01-02 23:00:00
431,Витрина имеет подсветку,88,2020-01-18 23:00:00
432,Туфли имеют профилактическую стельку,88,2020-01-29 23:00:00
433,Рубашка фирмы Буду Мамой,88,2020-01-08 23:00:00
434,Валялкин покачал головой,89,2020-01-16 23:00:00
435,Тренер покачал головой,89,2020-01-08 23:00:00
436,Мама погасила свет,89,2020-01-28 23:00:00
437,Шапочка отлично тянется,89,2020-01-28 23:00:00
438,Каждый чехол делается индивидуально,89,2020-01-07 23:00:00
439,Пересылка оплачивается отдельно,89,2020-01-27 23:00:00
440,Мальчики ждут своих хозяев,89,2020-01-02 23:00:00
441,Телефон смотрится очень круто,90,2020-01-28 23:00:00
442,Уважаемые коллеги ищем надежных партнеров,90,2020-01-01 23:00:00
443,Грязи машина не видела,90,2020-01-10 23:00:00
444,Цена обсуждается индивидуально,90,2020-01-16 23:00:00
445,Максик молча кивнул,91,2020-01-30 23:00:00
446,Усилитель требует ремонт,91,2020-01-16 23:00:00
447,Вилка имеет возможность блокировки,91,2020-01-03 23:00:00
448,Кузя ищет дом,91,2020-01-19 23:00:00
449,Молоденькая Канадочка ищет жениха,91,2020-01-26 23:00:00
450,Клавиатура имеет английскую раскладку,91,2020-01-21 23:00:00
451,Ласковый малыш ждут своих хозяев,92,2020-01-19 23:00:00
452,Хор гремел победно,92,2020-01-24 23:00:00
453,Тут заговорил Юлий,92,2020-01-16 23:00:00
454,Внутрь вставляется тёплый валеночек,92,2020-01-16 23:00:00
455,Чистокровные котята ищут новый дом,92,2020-01-25 23:00:00
456,Мысок имеет округлую форму,92,2020-01-07 23:00:00
457,Одежда продается пакетом,93,2020-01-16 23:00:00
458,Вещи ждут хозяйку,93,2020-01-20 23:00:00
459,Джулиан выключил свет,93,2020-01-08 23:00:00
460,Шины прошли один сезон,93,2020-01-17 23:00:00
