task_id,assignment_id,description
424,173,что держит отлично?
425,174,судно терпит что?
426,174,терпит что бедствие?
427,174,терпит бедствие что?
428,174,бедствие терпит что?
429,175,есть рядом какая площадка?
430,176,овцы выстроили что?
431,177,Мадс куда шагал?
432,177,Мадс шагал куда?
433,178,обслуживает тракторист что?
434,179,подбирается адресная программа как?
435,179,подбирается как адресная программа?
436,179,индивидуально какая программа подбирается?
437,179,индивидуально что подбирается?
438,180,продаются как пилотки?
439,180,пилотки продаются как?
440,181,ищет какой кобель подружку?
441,181,кого симпотичный кобель ищет?
442,182,городовые чем молотили?
443,182,чем городовые молотили?
444,182,молотил кто ножнами?
445,183,стояла машина как?
446,183,что долго стояло?
447,183,стояло что долго?
448,184,имеют массажные головки что?
449,184,какой нагрев имеют массажные головки?
450,185,что вспышка высветила?
451,185,что высветила вспышка?
452,185,вспышка какие детали высветила?
453,185,вспышка высветила какие детали?
454,186,городовые молотили чем?
455,186,чем городовые молотили?
456,186,чем молотили городовые?
457,186,ножнами молотил кто?
458,187,кварк что последовательно заряжает?
459,187,последовательно заряжает что кварк?
460,187,разрыв что последовательно заряжает?
461,187,разрыв последовательно заряжает что?
462,188,брусок что имеет?
463,188,имеет что брусок?
464,188,что высокую абразивную способность имеет?
465,188,имеет высокую абразивную способность что?
466,189,щенок имеет что?
467,190,инженер чем махнул?
468,190,махнул рукой кто?
469,191,эргономичное высокое сиденье что поддерживает?
470,191,что эргономичное высокое сиденье поддерживает?
471,192,моргнул как Тарарах?
472,192,моргнул Тарарах как?
473,192,Тарарах как моргнул?
474,193,что начинается заново?
475,193,начинается что заново?
476,193,заново что начинается?
477,193,заново начинается что?
478,194,кто первую прививку имеет?
479,195,ищет парень что?
480,195,ищет кто постоянную работу?
481,195,ищет постоянную работу кто?
482,195,постоянную работу ищет кто?
483,196,складывается пополам что?
484,196,пополам складывается что?
485,197,как отшатнулась девочка?
486,197,отшатнулась как девочка?
487,197,кто отшатнулся испуганно?
488,198,где отстегивается мех?
489,198,мех отстегивается где?
490,198,внутри что отстегивается?
491,198,внутри отстегивается что?
492,199,шофер что включил?
493,199,кто газ включил?
494,199,включил газ кто?
495,199,газ кто включил?
496,200,привлекает смартфон чем?
497,200,привлекает своим дизайном что?
498,200,привлекает каким дизайном смартфон?
499,200,смартфон каким дизайном привлекает?
500,201,зажмурил лев что?
501,201,зажмурил что лев?
502,202,причина что хочу?
503,202,что хочет другую модель?
504,202,что другую модель хочет?
505,202,хочет другую модель что?
506,203,функция отсрочки что начала?
507,203,что начала функция отсрочки?
508,203,что начало работы?
509,203,работы начало что?
510,204,какая электроника работает отлично?
511,204,работает какая электроника отлично?
512,204,отлично какая электроника работает?
513,204,отлично что работает?
514,205,бронируются квартиры как?
515,205,квартиры как бронируются?
516,205,бронируется что ежедневно?
517,206,квартира что требует?
518,206,требует что квартира?
519,206,что квартира требует?
520,207,кто увидел итальянку?
521,208,капюшон что плотно облегает?
522,208,что капюшон плотно облегает?
523,208,что плотно облегает голову?
524,208,плотно облегает голову что?
525,209,трехфазное электричество где проходит?
526,209,проходит рядом что?
527,209,рядом проходит что?
528,210,имеют какие рыжики диски?
529,210,имеют диски какие рыжики?
530,211,кто шел впереди?
531,211,кто впереди шел?
532,211,шел впереди кто?
533,211,впереди кто шел?
534,212,сделал Сикорский что?
535,212,что сделал Сикорский?
536,212,сделал гримасу кто?
537,212,гримасу кто сделал?
538,213,какой каблучок заваливание предотвращает?
539,213,заваливание какой каблучок предотвращает?
540,213,заваливание предотвращает какой каблучок?
541,213,заваливание предотвращает что?
542,214,где стояла Марта?
543,214,стоял кто рядом?
544,215,кто бросился навстречу?
545,215,кто навстречу бросился?
546,215,навстречу бросился кто?
547,216,человек кивнул чем?
548,216,кто кивнул головой?
549,216,кивнул кто головой?
550,216,кивнул головой кто?
551,217,закрывается чем нижняя часть?
552,217,закрывается шторками что?
553,217,шторками закрывается что?
554,218,разгадал Юлий что?
555,218,разгадал что Юлий?
556,218,что разгадал Юлий?
557,219,что поэтапно выплачивается?
558,219,выплачивается что поэтапно?
559,219,выплачивается поэтапно что?
560,220,имеется где пара косячков?
561,220,где имеется пара косячков?
562,221,прогреет какое помещение быстро?
563,221,быстро прогреет какое помещение?
564,222,чем искрится космос?
565,222,что искрится звёздами?
566,222,звёздами искрится что?
567,223,где Борис сел?
568,224,самосвальные полуприцепы чем пользуются?
569,224,что пользуется большим спросом?
570,224,пользуется большим спросом что?
571,224,большим спросом пользуется что?
572,225,держит что отлично?
573,226,подлежит автомобиль чему?
574,226,подлежит что кредитованию?
575,227,обдумывается как сюжет?
576,228,ассортимент фототехники как обновляется?
577,228,постоянно что обновляется?
578,229,кто мимо иди?
579,229,мимо иди кто?
580,230,требует квадроцикл регистрацию?
581,230,требует регистрацию квадроцикл?
582,231,продает что Ишим?
583,231,что продает Ишим?
584,231,продает что автомобили?
585,232,клетки получают какое питание?
586,233,оплачивается глажка как?
587,233,глажка как оплачивается?
588,233,что оплачивается отдельно?
589,233,оплачивается отдельно что?
590,234,ищет молодой активный парень что?
591,234,что ищет молодой активный парень?
592,234,ищет кто постоянную работу?
593,235,очерк имел что?
594,235,имел что очерк?
595,235,успех что имело?
596,235,успех имело что?
597,236,как исчез Слаенов?
598,236,как Слаенов исчез?
599,236,исчез Слаенов как?
600,237,идет множество игр как?
601,238,что замерло бесплатно?
602,238,что бесплатно замерло?
603,238,замерло что бесплатно?
604,238,замерло бесплатно что?
605,239,бесплатно нанесут продавцы что?
606,239,бесплатно нанесут что продавцы?
607,239,что бесплатно нанесут продавцы?
608,239,стекло кто бесплатно нанесет?
609,240,квартира каких жильцов ждет?
610,241,дети что высматривали?
611,242,затягивается капюшон чем?
612,242,что резиночкой затягивается?
613,242,затягивается что резиночкой?
614,243,прикусила колдунья что?
615,244,родители что имеют?
616,244,что родители имеют?
617,244,имеет хорошую выставочную карьеру кто?
618,244,хорошую выставочную карьеру имеет кто?
619,245,чем крепится крышка?
620,246,портят дети интерьер?
621,246,портят интерьер дети?
622,247,плиточник ищет что?
623,247,ищет что заказы?
624,248,затопило что печь?
625,248,затопило печь что?
626,249,отлично какой комплект работает?
627,250,чему соответствует цвет?
628,251,Гудков что отдал?
629,251,приказ отдал кто?
630,252,заменялось вовремя что?
631,253,вся оптика сверкает чем?
632,253,чем вся оптика сверкает?
633,254,что нажало кнопку?
634,254,что кнопку нажало?
635,254,кнопку что нажало?
636,254,кнопку нажало что?
637,255,обговариваются как другие варианты?
638,255,что индивидуально обговаривается?
639,255,обговаривается индивидуально что?
640,256,что прочь бросилось?
641,256,прочь что бросилось?
642,256,прочь бросилось что?
643,257,Поливанов снял что?
644,257,что Поливанов снял?
645,257,снял трубку кто?
646,257,трубку снял кто?
647,258,кто шел следом?
648,258,шел следом кто?
649,259,крышка фиксируется чем?
650,260,существенно облегающая одежда улучшает что?
651,260,улучшает существенно что аэродинамику?
652,261,что оплачивается дополнительно?
653,261,оплачивается что дополнительно?
654,261,оплачивается дополнительно что?
655,262,плечами кто пожал?
656,263,что прилегает плотно?
657,263,что плотно прилегает?
658,263,прилегает плотно что?
659,264,монета что имеет?
660,264,что имеет монета?
661,264,имеет незначительную погнутость что?
662,264,незначительную погнутость имеет что?
663,265,боль разламывала что?
664,265,голову разламывало что?
665,266,сопровождается каждый раздел чем?
666,266,соответствующей статьей что сопровождается?
667,267,успокойся кто уже?
668,267,успокойся уже кто?
669,268,что раскупает мгновенно?
670,268,что мгновенно раскупает?
671,268,раскупает что мгновенно?
672,268,мгновенно что раскупает?
673,269,Таня поставила что?
674,269,что Таня поставила?
675,269,блюдце кто поставил?
676,270,опустил кто голову?
677,271,как работал бур?
678,271,бур как работал?
679,271,тихо что работало?
680,272,Снабби подавил что?
681,272,подавил что Снабби?
682,272,кто смешок подавил?
683,272,подавил кто смешок?
684,273,везде стоят какие стеклопакеты?
685,273,что стоит везде?
686,273,везде что стоит?
687,274,не пахнет псиной кто?
688,274,псиной кто не пахнет?
689,274,кем не пахнут самоеды?
690,275,Мурчалки какого хозяина ждут?
691,276,батарейка как держит?
692,276,батарейка держит как?
693,276,что держит хорошо?
694,276,держит хорошо что?
695,277,какие тросы имеют нейлоновую оболочку?
696,278,какой котенок своего хозяина ждет?
697,279,кто кругом поглядел?
698,280,какой ремешок ширину регулирует?
699,280,ширину регулирует какой ремешок?
700,281,как кивнул пастор?
701,282,кого кот ищет?
702,282,ищет кошечку кто?
703,283,ждет молодой кобель кого?
704,283,невест ждет кто?
705,284,дети что рассматривали?
706,284,рассматривали дети что?
707,284,лист кто рассматривал?
708,284,лист рассматривал кто?
709,285,ищет что объёмы?
710,285,объёмы что ищет?
711,286,горбун передернул чем?
712,286,передернул чем горбун?
713,286,кто плечами передернул?
714,287,Пиччи чем щелкнул?
715,287,кто пальцами щелкнул?
716,288,Виктор что осмотрел?
717,288,кто письмо осмотрел?
718,288,письмо осмотрел кто?
719,289,ведет занятия какой тренер?
720,289,занятия какой тренер ведет?
721,289,ведет что квалифицированный тренер?
722,289,что квалифицированный тренер ведет?
723,290,пожал плечами кто?
724,291,Лена что распределила?
725,291,распределила Лена что?
726,291,работу распределил кто?
727,292,воздухопроницаемость что повышает?
728,292,воздухопроницаемость повышает что?
729,293,что держит прекрасно форму?
730,294,что выполнит бригада каменщиков?
731,295,поспешно закивал кто?
732,296,смолк как смех?
733,296,что постепенно смолкло?
734,296,смолкло постепенно что?
735,297,осмотрела что мама?
736,297,что мама осмотрела?
737,297,осмотрел кто рану?
738,297,рану осмотрел кто?
739,298,как оборвалась песня?
740,298,как песня оборвалась?
741,298,песня как оборвалась?
742,299,мать поклонилась кому?
743,299,кому мать поклонилась?
744,299,поклонился кто Пантелею?
745,300,кто правит миром?
746,300,правит кто миром?
747,300,правит миром кто?
748,301,чем ткнул смотритель?
749,301,кто ткнул глазами?
750,302,очаровательный малыш какой дом ищет?
751,302,что ищет очаровательный малыш?
752,303,как дети растут?
753,303,растут дети как?
754,303,дети как растут?
755,304,находится где метро?
756,304,что рядом находится?
757,305,что прошло незаметно?
758,305,что незаметно прошло?
759,306,ремни работают как?
760,306,что работает отлично?
761,306,что отлично работает?
762,307,махнул рукой кто?
763,307,рукой махнул кто?
764,308,цена соответствует чему?
765,308,что авто соответствует?
766,308,соответствует что авто?
767,309,Надя что свернула?
768,309,кто свернул записку?
769,309,свернул записку кто?
770,310,повел Виктор чем?
771,310,кто повел плечами?
772,310,кто плечами повел?
773,310,плечами кто повел?
774,311,что горит огнем?
775,311,горит огнем что?
776,312,Сен щелкнул чем?
777,313,рама имеет что?
778,313,рама что имеет?
779,313,что имеет спортивную геометрию?
780,314,выполняется работа какими специалистами?
781,314,работа выполняется какими специалистами?
782,315,идет работа где?
783,315,работа где идет?
784,315,идет что там?
785,315,там идет что?
786,316,где Бастер мчался?
787,316,мчался где Бастер?
788,316,мчался Бастер где?
789,316,Бастер мчался где?
790,317,ищут любящих хозяев какие щеночки?
791,317,кого ищут наши щеночки?
792,317,любящих хозяев что ищет?
793,318,стекло пакеты где?
794,318,пакеты где стекло?
795,318,стекло что везде?
796,318,везде что стекло?
797,319,люди ест кого?
798,320,мягкий чехол закрывается чем?
799,320,мягкий чехол чем закрывается?
800,320,закрывается мягкий чехол чем?
801,320,какой чехол липучками закрывается?
802,321,покачала Бетани чем?
803,321,покачал кто головой?
804,322,кто ехал бесплатно?
805,322,ехал кто бесплатно?
806,322,ехал бесплатно кто?
807,322,бесплатно ехал кто?
808,323,ходит что регулярно?
809,323,ходит регулярно что?
810,323,регулярно что ходит?
811,323,регулярно ходит что?
812,324,сверху что устанавливается?
813,325,студентка ищет что?
814,325,ищет что студентка?
815,325,подработку кто ищет?
816,325,подработку ищет кто?
817,326,Рамона выбрала что?
818,326,что Рамона выбрала?
819,326,кто баки выбрал?
820,327,запястье фиксируется чем?
821,327,фиксируется что липучкой?
822,327,фиксируется липучкой что?
823,327,липучкой что фиксируется?
824,328,держит дом как тепло?
825,329,чем кивнул солдат?
826,329,кивнул головой кто?
827,329,головой кивнул кто?
828,330,отпихнул кого незнакомец?
829,330,отпихнул кто бродягу?
830,331,Сашка заржал как?
831,331,заржал громко кто?
832,331,громко кто заржал?
833,332,каких хозяев чудесные котята ищут?
834,332,своих хозяев кто ищет?
835,332,своих хозяев ищет кто?
836,333,что закрывается плотно?
837,333,что плотно закрывается?
838,333,закрывается плотно что?
839,334,всхлипывала Катя как?
840,334,всхлипывал тихо кто?
841,334,тихо кто всхлипывал?
842,334,тихо всхлипывал кто?
843,335,идут как танки?
844,336,испытывали что ребята?
845,337,Эрн окликнул что?
846,337,Эрн что окликнул?
847,337,что Эрн окликнул?
848,337,что окликнул Эрн?
849,338,чем маги пользуются?
850,338,пользуется кто заклинаниями?
851,339,Бойзи где стоял?
852,339,Бойзи стоял где?
853,339,стоял рядом кто?
854,339,рядом кто стоял?
855,340,куда пустились девочки?
856,340,пустились куда девочки?
857,340,кто домой пустился?
858,340,домой пустился кто?
859,341,матрац как приобретается?
860,341,приобретается отдельно что?
861,341,отдельно приобретается что?
862,342,цена соответствует чему?
863,342,соответствует объявлению что?
864,342,объявлению что соответствует?
865,343,работает что отлично?
866,344,Аморатизаторы смягчают что?
867,345,платье имеет что?
868,345,имеет платье что?
869,346,Уильям звали кого?
870,346,звали Уильям кого?
871,346,звали кого Уильям?
872,347,ждет кто заботливых мампап?
873,347,ждет заботливых мампап кто?
874,347,ждут малыши какой мампап?
875,348,настоящий люмар имеет какой оттенок?
876,348,какой оттенок имеет настоящий люмар?
877,348,какой люмар свой оттенок имеет?
878,349,сварщик что ищет?
879,350,фиксирует что нужную форму?
880,351,что есть также?
881,351,есть также что?
882,352,взял что Саша?
883,352,кто взял конверт?
884,352,кто конверт взял?
885,352,взял кто конверт?
886,353,завоевали люди что?
887,353,завоевал кто океан?
888,354,как Энн усмехнулась?
889,355,где телефон зазвонил?
890,355,зазвонил где телефон?
891,356,кто аплодисменты срывает?
892,356,аплодисменты срывает кто?
893,357,какой насос приобретается отдельно?
894,357,что приобретается отдельно?
895,358,требует двигатель что?
896,358,что требует двигатель?
897,359,аквариум что имеет?
898,359,имеет аквариум что?
899,359,имеет что подставку?
900,359,имеет подставку что?
901,360,красивый статный мужчина что предлагает?
902,360,что красивый статный мужчина предлагает?
903,360,что предлагает красивый статный мужчина?
904,361,сосредоточенно кто работал?
905,362,выдерживает кого вес?
906,362,взрослого человека что выдерживает?
907,363,что срывает железный дровосек?
908,363,что железный дровосек срывает?
909,363,срывает кто розу?
910,364,как роутер работает?
911,364,что отлично работает?
912,364,отлично работает что?
913,365,специалистом проверяется какая техника?
914,366,красиво подчёркивает покрой что?
915,367,цена включает что?
916,367,что коммунальные платежи включает?
917,367,коммунальные платежи что включает?
918,367,какие платежи цена включает?
919,368,сезон прошло что?
920,369,что регулируется шнурком?
921,370,мотнул чем Сергей?
922,370,чем мотнул Сергей?
923,370,кто мотнул головой?
924,371,что спокойно тянет?
925,371,тянет что спокойно?
926,371,спокойно что тянет?
927,371,спокойно тянет что?
928,372,что обговаривается индивидульно?
929,372,что индивидульно обговаривается?
930,372,индивидульно что обговаривается?
931,372,индивидульно обговаривается что?
932,373,тянется как шапочка?
933,373,шапочка тянется как?
