LoadDateTimeStamp,task_id,RecordSource,description
2019-12-09 13:40:32,54,kaggle,глазами захлопал кто?
2019-12-09 13:40:32,55,kaggle,приближается стремительно что?
2019-12-09 13:40:32,56,kaggle,оговаривается как оплата?
2019-12-09 13:40:32,57,kaggle,оговаривается оплата как?
2019-12-09 13:40:32,58,kaggle,индивидуально оговаривается что?
2019-12-09 13:40:32,59,kaggle,что эта расцветка подчеркнет?
2019-12-09 13:40:32,60,kaggle,что подчеркнет эта расцветка?
2019-12-09 13:40:32,61,kaggle,подчеркнет что вашу индивидуальность?
2019-12-09 13:40:32,62,kaggle,вашу индивидуальность что подчеркнет?
2019-12-09 13:40:32,63,kaggle,рыдал как Ричард?
2019-12-09 13:40:32,64,kaggle,есть тоже что?
2019-12-09 13:40:32,65,kaggle,пересдают что мошенники?
2019-12-09 13:40:32,66,kaggle,имеет сертификат качества что?
2019-12-09 13:40:32,67,kaggle,кто культурно командовал?
2019-12-09 13:40:32,68,kaggle,культурно кто командовал?
2019-12-09 13:40:32,69,kaggle,культурно командовал кто?
2019-12-09 13:40:32,70,kaggle,оплачивается бензин как?
2019-12-09 13:40:32,71,kaggle,бензин оплачивается как?
2019-12-09 13:40:32,72,kaggle,что оплачивается отдельно?
2019-12-09 13:40:32,73,kaggle,оплачивается что отдельно?
2019-12-09 13:40:32,74,kaggle,затаил что Клинт?
2019-12-09 13:40:32,75,kaggle,живется хорошо кто?
2019-12-09 13:40:32,76,kaggle,что работает идеально?
2019-12-09 13:40:32,77,kaggle,работает что идеально?
2019-12-09 13:40:32,78,kaggle,работает идеально что?
2019-12-09 13:40:32,79,kaggle,малышки ищут кого?
2019-12-09 13:40:32,80,kaggle,квартира имеет что?
2019-12-09 13:40:32,81,kaggle,машинка заливает воду?
2019-12-09 13:40:32,82,kaggle,машинка воду заливает?
2019-12-09 13:40:32,83,kaggle,заливает машинка воду?
2019-12-09 13:40:32,84,kaggle,заливает воду машинка?
2019-12-09 13:40:32,85,kaggle,нагревает машинка воду?
2019-12-09 13:40:32,86,kaggle,связь как ловит?
2019-12-09 13:40:32,87,kaggle,застраивается комплекс как?
2019-12-09 13:40:32,88,kaggle,застраивается что активно?
2019-12-09 13:40:32,89,kaggle,активно что застраивается?
2019-12-09 13:40:32,90,kaggle,активно застраивается что?
2019-12-09 13:40:32,91,kaggle,таких людей кто лечит?
2019-12-09 13:40:32,92,kaggle,лечит кошка каких людей?
2019-12-09 13:40:32,93,kaggle,как слушал страшила?
2019-12-09 13:40:32,94,kaggle,Валялкин как оглянулся?
2019-12-09 13:40:32,95,kaggle,как автокресло покупалось?
2019-12-09 13:40:32,96,kaggle,автокресло покупалось как?
2019-12-09 13:40:32,97,kaggle,что покупалось отдельно?
2019-12-09 13:40:32,98,kaggle,отдельно что покупалось?
2019-12-09 13:40:32,99,kaggle,воображение чему помогает?
2019-12-09 13:40:32,100,kaggle,телевизор показывает что?
2019-12-09 13:40:32,101,kaggle,показывает телевизор что?
2019-12-09 13:40:32,102,kaggle,что супер показывает?
2019-12-09 13:40:32,103,kaggle,показывает супер что?
2019-12-09 13:40:32,104,kaggle,что работает очень быстро?
2019-12-09 13:40:32,105,kaggle,Наденька что положила?
2019-12-09 13:40:32,106,kaggle,кто положил тетрадку?
2019-12-09 13:40:32,107,kaggle,что супруга пользовалась?
2019-12-09 13:40:32,108,kaggle,кто пару раз пользовался?
2019-12-09 13:40:32,109,kaggle,квартира строй что?
2019-12-09 13:40:32,110,kaggle,строй что квартира?
2019-12-09 13:40:32,111,kaggle,как обсуждается пересылка?
2019-12-09 13:40:32,112,kaggle,что активирует функцию гейта?
2019-12-09 13:40:32,113,kaggle,что функцию гейта активирует?
2019-12-09 13:40:32,114,kaggle,осуществляется что круглосуточно?
2019-12-09 13:40:32,115,kaggle,осуществляется круглосуточно что?
2019-12-09 13:40:32,116,kaggle,круглосуточно осуществляется что?
2019-12-09 13:40:32,117,kaggle,механизм раскладывания работает как?
2019-12-09 13:40:32,118,kaggle,работает механизм раскладывания как?
2019-12-09 13:40:32,119,kaggle,работает как механизм раскладывания?
2019-12-09 13:40:32,120,kaggle,хорошо что работает?
2019-12-09 13:40:32,121,kaggle,ищет кого Мылыш?
2019-12-09 13:40:32,122,kaggle,национальность имеет значение?
2019-12-09 13:40:32,123,kaggle,национальность значение имеет?
2019-12-09 13:40:32,124,kaggle,работает что хорошо?
2019-12-09 13:40:32,125,kaggle,работает хорошо что?
2019-12-09 13:40:32,126,kaggle,нормально что держится?
2019-12-09 13:40:32,127,kaggle,какой дом милые котята ищут?
2019-12-09 13:40:32,128,kaggle,ищет кто новый дом?
2019-12-09 13:40:32,129,kaggle,что переносит отлично?
2019-12-09 13:40:32,130,kaggle,переносит отлично что?
2019-12-09 13:40:32,131,kaggle,отлично переносит что?
2019-12-09 13:40:32,132,kaggle,спрятал Дудик что?
2019-12-09 13:40:32,133,kaggle,что спрятал Дудик?
2019-12-09 13:40:32,134,kaggle,карандаш кто спрятал?
2019-12-09 13:40:32,135,kaggle,Маня рассмеялась как?
2019-12-09 13:40:32,136,kaggle,игривый котёнок кого ищет?
2019-12-09 13:40:32,137,kaggle,игривый котёнок ищет кого?
2019-12-09 13:40:32,138,kaggle,кто хозяина ищет?
2019-12-09 13:40:32,139,kaggle,хозяина кто ищет?
2019-12-09 13:40:32,140,kaggle,что проходит самостоятельно?
2019-12-09 13:40:32,141,kaggle,проходит что самостоятельно?
2019-12-09 13:40:32,142,kaggle,проходит самостоятельно что?
2019-12-09 13:40:32,143,kaggle,самостоятельно что проходит?
2019-12-09 13:40:32,144,kaggle,что замерло бесплатно?
2019-12-09 13:40:32,145,kaggle,что бесплатно замерло?
2019-12-09 13:40:32,146,kaggle,бесплатно что замерло?
2019-12-09 13:40:32,147,kaggle,бесплатно замерло что?
2019-12-09 13:40:32,148,kaggle,что крепится диагонально?
2019-12-09 13:40:32,149,kaggle,что диагонально крепится?
2019-12-09 13:40:32,150,kaggle,крепится что диагонально?
2019-12-09 13:40:32,151,kaggle,диагонально что крепится?
2019-12-09 13:40:32,152,kaggle,Ларри залился чем?
2019-12-09 13:40:32,153,kaggle,чем залился Ларри?
2019-12-09 13:40:32,154,kaggle,залился краской кто?
2019-12-09 13:40:32,155,kaggle,краской залился кто?
2019-12-09 13:40:32,156,kaggle,какой посёлок застраивается активно?
2019-12-09 13:40:32,157,kaggle,активно застраивается какой посёлок?
2019-12-09 13:40:32,158,kaggle,что активно застраивается?
2019-12-09 13:40:32,159,kaggle,продается ветровка как?
2019-12-09 13:40:32,160,kaggle,ветровка как продается?
2019-12-09 13:40:32,161,kaggle,отдельно продается что?
2019-12-09 13:40:32,162,kaggle,зазвенело что посудой?
2019-12-09 13:40:32,163,kaggle,что дом ищет?
2019-12-09 13:40:32,164,kaggle,мотор что дает?
2019-12-09 13:40:32,165,kaggle,перебои что дает?
2019-12-09 13:40:32,166,kaggle,перебои дает что?
2019-12-09 13:40:32,167,kaggle,чем длина ремня регулируется?
2019-12-09 13:40:32,168,kaggle,пряжкой что регулируется?
2019-12-09 13:40:32,169,kaggle,пряжкой регулируется что?
2019-12-09 13:40:32,170,kaggle,Костик спит где?
2019-12-09 13:40:32,171,kaggle,спит тут кто?
2019-12-09 13:40:32,172,kaggle,Думчев опустил что?
2019-12-09 13:40:32,173,kaggle,Думчев что опустил?
2019-12-09 13:40:32,174,kaggle,опустил Думчев что?
2019-12-09 13:40:32,175,kaggle,Сарданапал наморщил что?
2019-12-09 13:40:32,176,kaggle,наморщил что Сарданапал?
2019-12-09 13:40:32,177,kaggle,что Сарданапал наморщил?
2019-12-09 13:40:32,178,kaggle,что наморщил Сарданапал?
2019-12-09 13:40:32,179,kaggle,Пинька кого прервал?
2019-12-09 13:40:32,180,kaggle,прервал кого Пинька?
2019-12-09 13:40:32,181,kaggle,кто старика прервал?
2019-12-09 13:40:32,182,kaggle,старика прервал кто?
2019-12-09 13:40:32,183,kaggle,какая гарантия мес три?
2019-12-09 13:40:32,184,kaggle,три честная гарантия что?
2019-12-09 13:40:32,185,kaggle,честная гарантия что три?
2019-12-09 13:40:32,186,kaggle,что устройство имеет?
2019-12-09 13:40:32,187,kaggle,имеет устройство какое энергопотребление?
2019-12-09 13:40:32,188,kaggle,решают какие ножницы задачу?
2019-12-09 13:40:32,189,kaggle,решают что лазерные ножницы?
2019-12-09 13:40:32,190,kaggle,лазерные ножницы что решают?
2019-12-09 13:40:32,191,kaggle,что решает задачу?
2019-12-09 13:40:32,192,kaggle,фотографии чему соответствуют?
2019-12-09 13:40:32,193,kaggle,что действительности соответствует?
2019-12-09 13:40:32,194,kaggle,действительности что соответствует?
2019-12-09 13:40:32,195,kaggle,действительности соответствует что?
2019-12-09 13:40:32,196,kaggle,какая кошечка ищет хозяина?
2019-12-09 13:40:32,197,kaggle,кого ищет британская кошечка?
2019-12-09 13:40:32,198,kaggle,кто хозяина ищет?
2019-12-09 13:40:32,199,kaggle,оглядел Печенюшкин что?
2019-12-09 13:40:32,200,kaggle,кого автомойка имеет?
2019-12-09 13:40:32,201,kaggle,имеет каких клиентов автомойка?
2019-12-09 13:40:32,202,kaggle,имеет автомойка каких клиентов?
2019-12-09 13:40:32,203,kaggle,что схватило багор?
2019-12-09 13:40:32,204,kaggle,что багор схватило?
2019-12-09 13:40:32,205,kaggle,схватило что багор?
2019-12-09 13:40:32,206,kaggle,орлан как обернулся?
2019-12-09 13:40:32,207,kaggle,быстро обернулся кто?
2019-12-09 13:40:32,208,kaggle,дочка сняла что?
2019-12-09 13:40:32,209,kaggle,что сняла дочка?
2019-12-09 13:40:32,210,kaggle,один цветочек снял кто?
2019-12-09 13:40:32,211,kaggle,какой цветочек сняла дочка?
2019-12-09 13:40:32,212,kaggle,кто отправлялся обратно?
2019-12-09 13:40:32,213,kaggle,отправлялся обратно кто?
2019-12-09 13:40:32,214,kaggle,обратно кто отправлялся?
2019-12-09 13:40:32,215,kaggle,обратно отправлялся кто?
2019-12-09 13:40:32,216,kaggle,надежда появилась когда?
2019-12-09 13:40:32,217,kaggle,появилось утром что?
2019-12-09 13:40:32,218,kaggle,вздохнула Элис как?
2019-12-09 13:40:32,219,kaggle,кто удовлетворенно вздохнул?
2019-12-09 13:40:32,220,kaggle,прибамбас выключил что?
2019-12-09 13:40:32,221,kaggle,что выключило изображение?
2019-12-09 13:40:32,222,kaggle,что изображение выключило?
2019-12-09 13:40:32,223,kaggle,кого ребята окружили?
2019-12-09 13:40:32,224,kaggle,кто окружил Сьюзи?
2019-12-09 13:40:32,225,kaggle,окружил Сьюзи кто?
2019-12-09 13:40:32,226,kaggle,живут коротышки где?
2019-12-09 13:40:32,227,kaggle,коротышки живут где?
2019-12-09 13:40:32,228,kaggle,везде кто живет?
2019-12-09 13:40:32,229,kaggle,везде живет кто?
2019-12-09 13:40:32,230,kaggle,кто снимает квартиру?
2019-12-09 13:40:32,231,kaggle,квартиру снимает кто?
2019-12-09 13:40:32,232,kaggle,Мортен взял что?
2019-12-09 13:40:32,233,kaggle,взял Мортен что?
2019-12-09 13:40:32,234,kaggle,что имеет коляска?
2019-12-09 13:40:32,235,kaggle,что имеет хорошую проходимость?
2019-12-09 13:40:32,236,kaggle,имеет что хорошую проходимость?
2019-12-09 13:40:32,237,kaggle,казаки кем шли?
2019-12-09 13:40:32,238,kaggle,кем шли казаки?
2019-12-09 13:40:32,239,kaggle,кто шел рысью?
2019-12-09 13:40:32,240,kaggle,рысью кто шел?
2019-12-09 13:40:32,241,kaggle,чем мигает подошва?
2019-12-09 13:40:32,242,kaggle,какими огоньками подошва мигает?
2019-12-09 13:40:32,243,kaggle,мена кто зовет?
2019-12-09 13:40:32,244,kaggle,мена зовет кто?
2019-12-09 13:40:32,245,kaggle,заменяет что двойной капюшон?
2019-12-09 13:40:32,246,kaggle,работает как отличное состояние?
2019-12-09 13:40:32,247,kaggle,как работает отличное состояние?
2019-12-09 13:40:32,248,kaggle,что тихо работает?
2019-12-09 13:40:32,249,kaggle,как вздрогнула Диана?
2019-12-09 13:40:32,250,kaggle,Диана вздрогнула как?
2019-12-09 13:40:32,251,kaggle,вздрогнул невольно кто?
2019-12-09 13:40:32,252,kaggle,какой начес имеется внутри?
2019-12-09 13:40:32,253,kaggle,имеется что внутри?
2019-12-09 13:40:32,254,kaggle,имеется внутри что?
2019-12-09 13:40:32,255,kaggle,внутри что имеется?
2019-12-09 13:40:32,256,kaggle,проглотила что Лида?
2019-12-09 13:40:32,257,kaggle,кто слезы проглотил?
2019-12-09 13:40:32,258,kaggle,слезы кто проглотил?
2019-12-09 13:40:32,259,kaggle,чем махнул лапотник?
2019-12-09 13:40:32,260,kaggle,махнул кто рукой?
2019-12-09 13:40:32,261,kaggle,рукой кто махнул?
2019-12-09 13:40:32,262,kaggle,каких родителей трехцветная красавица ищет?
2019-12-09 13:40:32,263,kaggle,каких родителей ищет трехцветная красавица?
2019-12-09 13:40:32,264,kaggle,кого трехцветная красавица ищет?
2019-12-09 13:40:32,265,kaggle,как поправился мальчик?
2019-12-09 13:40:32,266,kaggle,поправился кто быстро?
2019-12-09 13:40:32,267,kaggle,быстро поправился кто?
2019-12-09 13:40:32,268,kaggle,вакуумные наконечники передают отлично что?
2019-12-09 13:40:32,269,kaggle,отлично что передают вакуумные наконечники?
2019-12-09 13:40:32,270,kaggle,вакуумные наконечники что передают?
2019-12-09 13:40:32,271,kaggle,как звук вакуумные наконечники передают?
2019-12-09 13:40:32,272,kaggle,ваши размеры как оговариваются?
2019-12-09 13:40:32,273,kaggle,что чисто играет?
2019-12-09 13:40:32,274,kaggle,играет чисто что?
2019-12-09 13:40:32,275,kaggle,вопит Анюта как?
2019-12-09 13:40:32,276,kaggle,Анюта вопит как?
2019-12-09 13:40:32,277,kaggle,громко кто вопит?
2019-12-09 13:40:32,278,kaggle,что ищет комплексная бригада?
2019-12-09 13:40:32,279,kaggle,ищет что комплексная бригада?
2019-12-09 13:40:32,280,kaggle,работу ищет что?
2019-12-09 13:40:32,281,kaggle,вся оптика чем сверкает?
2019-12-09 13:40:32,282,kaggle,сверкает чем вся оптика?
2019-12-09 13:40:32,283,kaggle,чем вся оптика сверкает?
2019-12-09 13:40:32,284,kaggle,чем сверкает вся оптика?
2019-12-09 13:40:32,285,kaggle,ширина чем регулируется?
2019-12-09 13:40:32,286,kaggle,регулируется ширина чем?
2019-12-09 13:40:32,287,kaggle,распахнул профессор что?
2019-12-09 13:40:32,288,kaggle,распахнул кто окно?
2019-12-09 13:40:32,289,kaggle,как радио работает?
2019-12-09 13:40:32,290,kaggle,работает как радио?
2019-12-09 13:40:32,291,kaggle,работает радио как?
2019-12-09 13:40:32,292,kaggle,работает что хорошо?
2019-12-09 13:40:32,293,kaggle,оплачивает покупатель комиссию?
2019-12-09 13:40:32,294,kaggle,оплачивает комиссию покупатель?
2019-12-09 13:40:32,295,kaggle,комиссию оплачивает покупатель?
2019-12-09 13:40:32,296,kaggle,ломал кто руки?
2019-12-09 13:40:32,297,kaggle,ломал руки кто?
2019-12-09 13:40:32,298,kaggle,девушка пользовалась чем?
2019-12-09 13:40:32,299,kaggle,чем пользовалась девушка?
2019-12-09 13:40:32,300,kaggle,айфоном кто пользовался?
2019-12-09 13:40:32,301,kaggle,как работает Стинол?
2019-12-09 13:40:32,302,kaggle,как Стинол работает?
2019-12-09 13:40:32,303,kaggle,работает как Стинол?
2019-12-09 13:40:32,304,kaggle,как Маняша вздыхает?
2019-12-09 13:40:32,305,kaggle,тяжело кто вздыхает?
2019-12-09 13:40:32,306,kaggle,тяжело вздыхает кто?
2019-12-09 13:40:32,307,kaggle,кому кивнула Эджи?
2019-12-09 13:40:32,308,kaggle,кто ребятам кивнул?
2019-12-09 13:40:32,309,kaggle,кивнул кто ребятам?
2019-12-09 13:40:32,310,kaggle,кивнул ребятам кто?
2019-12-09 13:40:32,311,kaggle,как КПП работает?
2019-12-09 13:40:32,312,kaggle,что хорошо работает?
2019-12-09 13:40:32,313,kaggle,хорошо что работает?
2019-12-09 13:40:32,314,kaggle,хорошо работает что?
2019-12-09 13:40:32,315,kaggle,обрадовал ответ кого?
2019-12-09 13:40:32,316,kaggle,обрадовал кого ответ?
2019-12-09 13:40:32,317,kaggle,что обрадовало Ильсора?
2019-12-09 13:40:32,318,kaggle,Ильсора обрадовало что?
2019-12-09 13:40:32,319,kaggle,как заряд держит ноутбук?
2019-12-09 13:40:32,320,kaggle,держит ноутбук хорошо что?
2019-12-09 13:40:32,321,kaggle,заряд держит хорошо что?
2019-12-09 13:40:32,322,kaggle,какие размеры вся продукция имеет?
2019-12-09 13:40:32,323,kaggle,имеет что установленные размеры?
2019-12-09 13:40:32,324,kaggle,какой шлейф есть сзади?
2019-12-09 13:40:32,325,kaggle,где разрывались мины?
2019-12-09 13:40:32,326,kaggle,разрывались где мины?
2019-12-09 13:40:32,327,kaggle,мины разрывались где?
2019-12-09 13:40:32,328,kaggle,разрывалось что рядом?
2019-12-09 13:40:32,329,kaggle,гитара где лежала?
2019-12-09 13:40:32,330,kaggle,разжал что Сергей?
2019-12-09 13:40:32,331,kaggle,что разжал Сергей?
2019-12-09 13:40:32,332,kaggle,разжал кто кулаки?
2019-12-09 13:40:32,333,kaggle,кулаки кто разжал?
2019-12-09 13:40:32,334,kaggle,имеют что брюки?
2019-12-09 13:40:32,335,kaggle,имеет съемные эластичные бретели что?
2019-12-09 13:40:32,336,kaggle,костры обозначают что?
2019-12-09 13:40:32,337,kaggle,обозначают костры что?
2019-12-09 13:40:32,338,kaggle,обозначает стоянки что?
2019-12-09 13:40:32,339,kaggle,что перебежал Володя?
2019-12-09 13:40:32,340,kaggle,кто перебежал площадь?
2019-12-09 13:40:32,341,kaggle,кто площадь перебежал?
2019-12-09 13:40:32,342,kaggle,площадь кто перебежал?
2019-12-09 13:40:32,343,kaggle,бросила что Аниска?
2019-12-09 13:40:32,344,kaggle,что бросила Аниска?
2019-12-09 13:40:32,345,kaggle,где спит Костик?
2019-12-09 13:40:32,346,kaggle,Костик где спит?
2019-12-09 13:40:32,347,kaggle,кто спит тут?
2019-12-09 13:40:32,348,kaggle,что продается отдельно?
2019-12-09 13:40:32,349,kaggle,ребята запели что?
2019-12-09 13:40:32,350,kaggle,запели ребята что?
2019-12-09 13:40:32,351,kaggle,бретели чем регулируются?
2019-12-09 13:40:32,352,kaggle,что быстро заканчивается?
2019-12-09 13:40:32,353,kaggle,быстро что заканчивается?
2019-12-09 13:40:32,354,kaggle,что показывает супер?
2019-12-09 13:40:32,355,kaggle,что супер показывает?
2019-12-09 13:40:32,356,kaggle,командор включил что?
2019-12-09 13:40:32,357,kaggle,кто прожектор включил?
2019-12-09 13:40:32,358,kaggle,что отвела Надя?
2019-12-09 13:40:32,359,kaggle,книги чем продаются?
2019-12-09 13:40:32,360,kaggle,продаются книги чем?
2019-12-09 13:40:32,361,kaggle,оплачивается как КУ?
2019-12-09 13:40:32,362,kaggle,оплачивается КУ как?
2019-12-09 13:40:32,363,kaggle,отдельно оплачивается кто?
2019-12-09 13:40:32,364,kaggle,наутек что кинулось?
2019-12-09 13:40:32,365,kaggle,машина требует вложения?
2019-12-09 13:40:32,366,kaggle,машина вложения требует?
2019-12-09 13:40:32,367,kaggle,требует вложения машина?
2019-12-09 13:40:32,368,kaggle,что эксплуатировалось бережно?
2019-12-09 13:40:32,369,kaggle,что бережно эксплуатировалось?
2019-12-09 13:40:32,370,kaggle,эксплуатировалось бережно что?
2019-12-09 13:40:32,371,kaggle,фашисты что бомбили?
2019-12-09 13:40:32,372,kaggle,бомбили фашисты что?
2019-12-09 13:40:32,373,kaggle,кто бомбил Севастополь?
2019-12-09 13:40:32,374,kaggle,фиксируется спинка чем?
2019-12-09 13:40:32,375,kaggle,фиксируется чем спинка?
2019-12-09 13:40:32,376,kaggle,что фиксируется эксцентриком?
2019-12-09 13:40:32,377,kaggle,молча кто стоял?
2019-12-09 13:40:32,378,kaggle,отдельно что одевается?
2019-12-09 13:40:32,379,kaggle,отличные характеристики что имеет?
2019-12-09 13:40:32,380,kaggle,имеет какие характеристики телефон?
2019-12-09 13:40:32,381,kaggle,имеет телефон какие характеристики?
2019-12-09 13:40:32,382,kaggle,телефон имеет какие характеристики?
2019-12-09 13:40:32,383,kaggle,внешне что есть?
2019-12-09 13:40:32,384,kaggle,внешне есть что?
2019-12-09 13:40:32,385,kaggle,есть что внешне?
2019-12-09 13:40:32,386,kaggle,есть внешне что?
2019-12-09 13:40:32,387,kaggle,как брючины подворачиваются?
2019-12-09 13:40:32,388,kaggle,хорошо что подворачивается?
2019-12-09 13:40:32,389,kaggle,хорошо подворачивается что?
2019-12-09 13:40:32,390,kaggle,разгрузку осуществляет кто?
2019-12-09 13:40:32,391,kaggle,как котята продаются?
2019-12-09 13:40:32,392,kaggle,кто продается очень быстро?
2019-12-09 13:40:32,393,kaggle,очень быстро кто продается?
2019-12-09 13:40:32,394,kaggle,каких хозяев ждут плюшевые комочки?
2019-12-09 13:40:32,395,kaggle,ждут плюшевые комочки кого?
2019-12-09 13:40:32,396,kaggle,что своих хозяев ждет?
2019-12-09 13:40:32,397,kaggle,что срабатывает плохо?
2019-12-09 13:40:32,398,kaggle,пошла вода чем?
2019-12-09 13:40:32,399,kaggle,пошла чем вода?
2019-12-09 13:40:32,400,kaggle,что пошло ходом?
2019-12-09 13:40:32,401,kaggle,как оплачивается сборка?
2019-12-09 13:40:32,402,kaggle,как сборка оплачивается?
2019-12-09 13:40:32,403,kaggle,сборка оплачивается как?
2019-12-09 13:40:32,404,kaggle,оплачивается что отдельно?
2019-12-09 13:40:32,405,kaggle,комплект имеет что?
2019-12-09 13:40:32,406,kaggle,кто витринным образцом был?
2019-12-09 13:40:32,407,kaggle,была каким образцом мать?
2019-12-09 13:40:32,408,kaggle,была мать каким образцом?
2019-12-09 13:40:32,409,kaggle,срывает что железный дровосек?
2019-12-09 13:40:32,410,kaggle,кто срывает розу?
2019-12-09 13:40:32,411,kaggle,розу кто срывает?
2019-12-09 13:40:32,412,kaggle,кто пошел дальше?
2019-12-09 13:40:32,413,kaggle,пошел дальше кто?
2019-12-09 13:40:32,414,kaggle,платье химчистку требует?
2019-12-09 13:40:32,415,kaggle,химчистку требует платье?
2019-12-09 13:40:32,416,kaggle,пашет отлично что?
2019-12-09 13:40:32,417,kaggle,отлично что пашет?
2019-12-09 13:40:32,418,kaggle,отлично пашет что?
2019-12-09 13:40:32,419,kaggle,машинисты что ведут?
2019-12-09 13:40:32,420,kaggle,ведут что машинисты?
2019-12-09 13:40:32,421,kaggle,поезда кто ведет?
2019-12-09 13:40:32,422,kaggle,поезда ведет кто?
2019-12-09 13:40:32,423,kaggle,кто устремился наружу?
2019-12-09 13:40:32,424,kaggle,программируется индивидуально какая процедура?
2019-12-09 13:40:32,425,kaggle,имеет квартира что?
2019-12-09 13:40:32,426,kaggle,что имеет квартира?
2019-12-09 13:40:32,427,kaggle,что газовое поэтажное отопление имеет?
2019-12-09 13:40:32,428,kaggle,газовое поэтажное отопление что имеет?
2019-12-09 13:40:32,429,kaggle,хозяев ищет какая девчонка?
2019-12-09 13:40:32,430,kaggle,кого сладенькая девчонка ищет?
2019-12-09 13:40:32,431,kaggle,сладенькая девчонка ищет кого?
2019-12-09 13:40:32,432,kaggle,ищет хозяев кто?
2019-12-09 13:40:32,433,kaggle,каким дизайном выделяется модель?
2019-12-09 13:40:32,434,kaggle,каким дизайном модель выделяется?
2019-12-09 13:40:32,435,kaggle,модель каким дизайном выделяется?
2019-12-09 13:40:32,436,kaggle,модель выделяется каким дизайном?
2019-12-09 13:40:32,437,kaggle,Леша где пришел?
2019-12-09 13:40:32,438,kaggle,Леша пришел где?
2019-12-09 13:40:32,439,kaggle,тут кто пришел?
2019-12-09 13:40:32,440,kaggle,как разрыдалась Бетси?
2019-12-09 13:40:32,441,kaggle,громко кто разрыдался?
2019-12-09 13:40:32,442,kaggle,громко разрыдался кто?
2019-12-09 13:40:32,443,kaggle,что раздвигается вперед?
2019-12-09 13:40:32,444,kaggle,что вперед раздвигается?
2019-12-09 13:40:32,445,kaggle,раздвигается вперед что?
2019-12-09 13:40:32,446,kaggle,вперед раздвигается что?
2019-12-09 13:40:32,447,kaggle,мальчик кого ищет?
2019-12-09 13:40:32,448,kaggle,ищет мальчик кого?
2019-12-09 13:40:32,449,kaggle,кто ищет девочку?
2019-12-09 13:40:32,450,kaggle,девочку ищет кто?
2019-12-09 13:40:32,451,kaggle,чем регулируется рукава?
