LoadDateTimeStamp,task_id,RecordSource,description
2019-12-09 13:40:32,37,kaggle,драпирует стол кружевная салфетка как?
2019-12-09 13:40:32,38,kaggle,кружевная салфетка как стол драпирует?
2019-12-09 13:40:32,39,kaggle,перешел улицу кто?
2019-12-09 13:40:32,40,kaggle,что работу ищет?
2019-12-09 13:40:32,41,kaggle,ищет работу что?
2019-12-09 13:40:32,42,kaggle,кто предоставляется бесплатно?
2019-12-09 13:40:32,43,kaggle,предоставляется кто бесплатно?
2019-12-09 13:40:32,44,kaggle,обладает свежей увлажняющей текстурой что?
2019-12-09 13:40:32,45,kaggle,свежей увлажняющей текстурой обладает что?
2019-12-09 13:40:32,46,kaggle,снизу находится что?
2019-12-09 13:40:32,47,kaggle,кто головой покачал?
2019-12-09 13:40:32,48,kaggle,куда девочки пошли?
2019-12-09 13:40:32,49,kaggle,девочки куда пошли?
2019-12-09 13:40:32,50,kaggle,кто пошел домой?
2019-12-09 13:40:32,51,kaggle,домой кто пошел?
2019-12-09 13:40:32,52,kaggle,почувствовала Рамона что?
2019-12-09 13:40:32,53,kaggle,почувствовал неловкость кто?
2019-12-09 13:40:32,54,kaggle,оснастка имеет что?
2019-12-09 13:40:32,55,kaggle,оснастка имеет какой хвостовик?
2019-12-09 13:40:32,56,kaggle,закрываются крышки как?
2019-12-09 13:40:32,57,kaggle,крышки как закрываются?
2019-12-09 13:40:32,58,kaggle,закрывается что отлично?
2019-12-09 13:40:32,59,kaggle,Джим чем покачал?
2019-12-09 13:40:32,60,kaggle,чем покачал Джим?
2019-12-09 13:40:32,61,kaggle,шотландский вислоухий кот кого ищет?
2019-12-09 13:40:32,62,kaggle,ищет шотландский вислоухий кот кого?
2019-12-09 13:40:32,63,kaggle,кого шотландский вислоухий кот ищет?
2019-12-09 13:40:32,64,kaggle,ищет кто невесту?
2019-12-09 13:40:32,65,kaggle,Гриша куда бежит?
2019-12-09 13:40:32,66,kaggle,Гриша бежит куда?
2019-12-09 13:40:32,67,kaggle,что независимый терморегулятор имеет?
2019-12-09 13:40:32,68,kaggle,независимый терморегулятор что имеет?
2019-12-09 13:40:32,69,kaggle,комбайны требуют вложения?
2019-12-09 13:40:32,70,kaggle,требуют вложения комбайны?
2019-12-09 13:40:32,71,kaggle,вложения комбайны требуют?
2019-12-09 13:40:32,72,kaggle,что яркость красок поражает?
2019-12-09 13:40:32,73,kaggle,что поражает яркость красок?
2019-12-09 13:40:32,74,kaggle,что поражает воображение?
2019-12-09 13:40:32,75,kaggle,что воображение поражает?
2019-12-09 13:40:32,76,kaggle,Таня что схватила?
2019-12-09 13:40:32,77,kaggle,схватила что Таня?
2019-12-09 13:40:32,78,kaggle,Эрн разинул что?
2019-12-09 13:40:32,79,kaggle,как планшет работает?
2019-12-09 13:40:32,80,kaggle,планшет как работает?
2019-12-09 13:40:32,81,kaggle,что работает хорошо?
2019-12-09 13:40:32,82,kaggle,часы чем обладают?
2019-12-09 13:40:32,83,kaggle,обладают чем часы?
2019-12-09 13:40:32,84,kaggle,что яркой харизматичной внешностью обладает?
2019-12-09 13:40:32,85,kaggle,яркой харизматичной внешностью обладает что?
2019-12-09 13:40:32,86,kaggle,надежную застежку что имеет?
2019-12-09 13:40:32,87,kaggle,оговаривается отдельно что?
2019-12-09 13:40:32,88,kaggle,какого хозяина замечательная девочка ищет?
2019-12-09 13:40:32,89,kaggle,как работал бур?
2019-12-09 13:40:32,90,kaggle,бур как работал?
2019-12-09 13:40:32,91,kaggle,что работало тихо?
2019-12-09 13:40:32,92,kaggle,что тихо работало?
2019-12-09 13:40:32,93,kaggle,смотрится что дорого?
2019-12-09 13:40:32,94,kaggle,дорого что смотрится?
2019-12-09 13:40:32,95,kaggle,дорого смотрится что?
2019-12-09 13:40:32,96,kaggle,кто добрых хозяев ищет?
2019-12-09 13:40:32,97,kaggle,добрых хозяев ищет кто?
2019-12-09 13:40:32,98,kaggle,как ловит связь?
2019-12-09 13:40:32,99,kaggle,ловит как связь?
2019-12-09 13:40:32,100,kaggle,ловит хорошо что?
2019-12-09 13:40:32,101,kaggle,квартиру снимает кто?
2019-12-09 13:40:32,102,kaggle,соответствует резина чему?
2019-12-09 13:40:32,103,kaggle,поддерживается прекрасной акустикой что?
2019-12-09 13:40:32,104,kaggle,Джимми открыл что?
2019-12-09 13:40:32,105,kaggle,кто открыл глаза?
2019-12-09 13:40:32,106,kaggle,кто глаза открыл?
2019-12-09 13:40:32,107,kaggle,глаза открыл кто?
2019-12-09 13:40:32,108,kaggle,как бас вздыхал?
2019-12-09 13:40:32,109,kaggle,вздыхал бас как?
2019-12-09 13:40:32,110,kaggle,что тяжело вздыхало?
2019-12-09 13:40:32,111,kaggle,вздыхало что тяжело?
2019-12-09 13:40:32,112,kaggle,распознает что игрушка?
2019-12-09 13:40:32,113,kaggle,что игрушка распознает?
2019-12-09 13:40:32,114,kaggle,распознает животных и транспорт что?
2019-12-09 13:40:32,115,kaggle,Порри как усмехнулся?
2019-12-09 13:40:32,116,kaggle,Порри усмехнулся как?
2019-12-09 13:40:32,117,kaggle,что невесело усмехнулось?
2019-12-09 13:40:32,118,kaggle,усмехнулось что невесело?
2019-12-09 13:40:32,119,kaggle,Эрн окликнул что?
2019-12-09 13:40:32,120,kaggle,Эрн что окликнул?
2019-12-09 13:40:32,121,kaggle,что Эрн окликнул?
2019-12-09 13:40:32,122,kaggle,что окликнул Эрн?
2019-12-09 13:40:32,123,kaggle,что обеспечивают термоактивные прокладки?
2019-12-09 13:40:32,124,kaggle,огнестойкость обеспечивает что?
2019-12-09 13:40:32,125,kaggle,поддержали матери кого?
2019-12-09 13:40:32,126,kaggle,поддержал кто путешественников?
2019-12-09 13:40:32,127,kaggle,путешественников кто поддержал?
2019-12-09 13:40:32,128,kaggle,путешественников поддержал кто?
2019-12-09 13:40:32,129,kaggle,соответствует фото чему?
2019-12-09 13:40:32,130,kaggle,чему фото соответствует?
2019-12-09 13:40:32,131,kaggle,соответствует действительности что?
2019-12-09 13:40:32,132,kaggle,прошли что шины?
2019-12-09 13:40:32,133,kaggle,имеется где подкладка?
2019-12-09 13:40:32,134,kaggle,имеется подкладка где?
2019-12-09 13:40:32,135,kaggle,сыпались чем искры?
2019-12-09 13:40:32,136,kaggle,что сыпалось дождем?
2019-12-09 13:40:32,137,kaggle,тут что продается?
2019-12-09 13:40:32,138,kaggle,где продается новый трехэтажный дом?
2019-12-09 13:40:32,139,kaggle,где новый трехэтажный дом продается?
2019-12-09 13:40:32,140,kaggle,новый трехэтажный дом где продается?
2019-12-09 13:40:32,141,kaggle,ползли где каблуки?
2019-12-09 13:40:32,142,kaggle,дарит парапланеризм что?
2019-12-09 13:40:32,143,kaggle,дарит что невероятные возможности?
2019-12-09 13:40:32,144,kaggle,парапланеризм какие возможности дарит?
2019-12-09 13:40:32,145,kaggle,кого привлекает мерцающая кованая поверхность?
2019-12-09 13:40:32,146,kaggle,привлекает что хищника?
2019-12-09 13:40:32,147,kaggle,привлекает хищника что?
2019-12-09 13:40:32,148,kaggle,хищника что привлекает?
2019-12-09 13:40:32,149,kaggle,что прилагается полгода?
2019-12-09 13:40:32,150,kaggle,что полгода прилагается?
2019-12-09 13:40:32,151,kaggle,полгода что прилагается?
2019-12-09 13:40:32,152,kaggle,полгода прилагается что?
2019-12-09 13:40:32,153,kaggle,движения рук имитируют что?
2019-12-09 13:40:32,154,kaggle,движения рук что имитируют?
2019-12-09 13:40:32,155,kaggle,что имитирует греблю?
2019-12-09 13:40:32,156,kaggle,греблю имитирует что?
2019-12-09 13:40:32,157,kaggle,диагностировал что мастер?
2019-12-09 13:40:32,158,kaggle,неисправность двигателя кто диагностировал?
2019-12-09 13:40:32,159,kaggle,как Таня ойкнула?
2019-12-09 13:40:32,160,kaggle,испуганно кто ойкнул?
2019-12-09 13:40:32,161,kaggle,какие магазины рядом находятся?
2019-12-09 13:40:32,162,kaggle,находятся какие магазины рядом?
2019-12-09 13:40:32,163,kaggle,находятся рядом какие магазины?
2019-12-09 13:40:32,164,kaggle,что выполняют славяне?
2019-12-09 13:40:32,165,kaggle,работы выполняет кто?
2019-12-09 13:40:32,166,kaggle,что вперед выдвигается?
2019-12-09 13:40:32,167,kaggle,выдвигается что вперед?
2019-12-09 13:40:32,168,kaggle,вперед что выдвигается?
2019-12-09 13:40:32,169,kaggle,любит машина что?
2019-12-09 13:40:32,170,kaggle,что машина любит?
2019-12-09 13:40:32,171,kaggle,что бригада сварщиков ищем?
2019-12-09 13:40:32,172,kaggle,что работу ищет?
2019-12-09 13:40:32,173,kaggle,ищет работу что?
2019-12-09 13:40:32,174,kaggle,выполнят мастера что?
2019-12-09 13:40:32,175,kaggle,что выполнят мастера?
2019-12-09 13:40:32,176,kaggle,обладает каким действием база?
2019-12-09 13:40:32,177,kaggle,что соответствует полностью?
2019-12-09 13:40:32,178,kaggle,соответствует что полностью?
2019-12-09 13:40:32,179,kaggle,соответствует полностью что?
2019-12-09 13:40:32,180,kaggle,полностью соответствует что?
2019-12-09 13:40:32,181,kaggle,что работает исправно?
2019-12-09 13:40:32,182,kaggle,исправно работает что?
2019-12-09 13:40:32,183,kaggle,девочка чем обладает?
2019-12-09 13:40:32,184,kaggle,является каким антисептиком сосна?
2019-12-09 13:40:32,185,kaggle,сосна является каким антисептиком?
2019-12-09 13:40:32,186,kaggle,работает застежка как?
2019-12-09 13:40:32,187,kaggle,собрался поспешно кто?
2019-12-09 13:40:32,188,kaggle,поспешно кто собрался?
2019-12-09 13:40:32,189,kaggle,стройнит кого модель?
2019-12-09 13:40:32,190,kaggle,любую даму стройнит что?
2019-12-09 13:40:32,191,kaggle,что одна девочка носила?
2019-12-09 13:40:32,192,kaggle,как Шелл продается?
2019-12-09 13:40:32,193,kaggle,продается Шелл как?
2019-12-09 13:40:32,194,kaggle,Шелл как продается?
2019-12-09 13:40:32,195,kaggle,Шелл продается как?
2019-12-09 13:40:32,196,kaggle,куда спустился Петя?
2019-12-09 13:40:32,197,kaggle,спустился Петя куда?
2019-12-09 13:40:32,198,kaggle,кто заботливые ручки ищет?
2019-12-09 13:40:32,199,kaggle,ищут какие ручки щенята?
2019-12-09 13:40:32,200,kaggle,щенята какие ручки ищут?
2019-12-09 13:40:32,201,kaggle,улыбками кто обменялся?
2019-12-09 13:40:32,202,kaggle,рядом что находится?
2019-12-09 13:40:32,203,kaggle,что женщина сняла?
2019-12-09 13:40:32,204,kaggle,зовет кролика кто?
2019-12-09 13:40:32,205,kaggle,чем ширина регулируется?
2019-12-09 13:40:32,206,kaggle,регулируется что завязками?
2019-12-09 13:40:32,207,kaggle,аквариумы где стояли?
2019-12-09 13:40:32,208,kaggle,аквариумы стояли где?
2019-12-09 13:40:32,209,kaggle,стояло что сбоку?
2019-12-09 13:40:32,210,kaggle,кого ищет строительная организация?
2019-12-09 13:40:32,211,kaggle,чем пожал Пуплий?
2019-12-09 13:40:32,212,kaggle,кто плечами пожал?
2019-12-09 13:40:32,213,kaggle,плечами пожал кто?
2019-12-09 13:40:32,214,kaggle,Женя где сидел?
2019-12-09 13:40:32,215,kaggle,кто громче загудел?
2019-12-09 13:40:32,216,kaggle,прогреет как ваше помещение?
2019-12-09 13:40:32,217,kaggle,какое помещение прогреет быстро?
2019-12-09 13:40:32,218,kaggle,быстро какое помещение прогреет?
2019-12-09 13:40:32,219,kaggle,прогреет что быстро?
2019-12-09 13:40:32,220,kaggle,свистнула где пуля?
2019-12-09 13:40:32,221,kaggle,что рядом свистнуло?
2019-12-09 13:40:32,222,kaggle,рядом что свистнуло?
2019-12-09 13:40:32,223,kaggle,корсет продолжается чем?
2019-12-09 13:40:32,224,kaggle,черной юбкой продолжается что?
2019-12-09 13:40:32,225,kaggle,продолжается черной юбкой что?
2019-12-09 13:40:32,226,kaggle,ищет кого русская бригада?
2019-12-09 13:40:32,227,kaggle,где Бойзи стоял?
2019-12-09 13:40:32,228,kaggle,стоял Бойзи где?
2019-12-09 13:40:32,229,kaggle,стоял кто рядом?
2019-12-09 13:40:32,230,kaggle,регулируется талия где?
2019-12-09 13:40:32,231,kaggle,регулируется что внутри?
2019-12-09 13:40:32,232,kaggle,закрывается чем центральная молния?
2019-12-09 13:40:32,233,kaggle,что закрывается ветрозащитной планкой?
2019-12-09 13:40:32,234,kaggle,закрывается ветрозащитной планкой что?
2019-12-09 13:40:32,235,kaggle,протянула что Медузия?
2019-12-09 13:40:32,236,kaggle,что протянуло руку?
2019-12-09 13:40:32,237,kaggle,руку протянуло что?
2019-12-09 13:40:32,238,kaggle,что надежно работает?
2019-12-09 13:40:32,239,kaggle,менялось что своевременно?
2019-12-09 13:40:32,240,kaggle,что использовалось мало?
2019-12-09 13:40:32,241,kaggle,использовалось что мало?
2019-12-09 13:40:32,242,kaggle,использовалось мало что?
2019-12-09 13:40:32,243,kaggle,кто опять лег?
2019-12-09 13:40:32,244,kaggle,лег опять кто?
2019-12-09 13:40:32,245,kaggle,ротмистр что перебрасывал?
2019-12-09 13:40:32,246,kaggle,кто перебрасывал книги?
2019-12-09 13:40:32,247,kaggle,кто книги перебрасывал?
2019-12-09 13:40:32,248,kaggle,перебрасывал книги кто?
2019-12-09 13:40:32,249,kaggle,повиновался как пес?
2019-12-09 13:40:32,250,kaggle,пес повиновался как?
2019-12-09 13:40:32,251,kaggle,ищет голубой котик каких хозяев?
2019-12-09 13:40:32,252,kaggle,каких хозяев голубой котик ищет?
2019-12-09 13:40:32,253,kaggle,каких хозяев ищет голубой котик?
2019-12-09 13:40:32,254,kaggle,Коля что пил?
2019-12-09 13:40:32,255,kaggle,пил кто чай?
2019-12-09 13:40:32,256,kaggle,пил чай кто?
2019-12-09 13:40:32,257,kaggle,чай кто пил?
2019-12-09 13:40:32,258,kaggle,материал значения имеет?
2019-12-09 13:40:32,259,kaggle,имеет материал значения?
2019-12-09 13:40:32,260,kaggle,имеет значения материал?
2019-12-09 13:40:32,261,kaggle,значения материал имеет?
2019-12-09 13:40:32,262,kaggle,было что недавно?
2019-12-09 13:40:32,263,kaggle,что хочет внедорожник?
2019-12-09 13:40:32,264,kaggle,что внедорожник хочет?
2019-12-09 13:40:32,265,kaggle,хочет что внедорожник?
2019-12-09 13:40:32,266,kaggle,внедорожник что хочет?
2019-12-09 13:40:32,267,kaggle,кто пустился домой?
2019-12-09 13:40:32,268,kaggle,кошечку ищет какой кот?
2019-12-09 13:40:32,269,kaggle,кого ищет молодой кот?
2019-12-09 13:40:32,270,kaggle,молодой кот кого ищет?
2019-12-09 13:40:32,271,kaggle,кто ищет кошечку?
2019-12-09 13:40:32,272,kaggle,кто спал безмятежно?
2019-12-09 13:40:32,273,kaggle,безмятежно спал кто?
2019-12-09 13:40:32,274,kaggle,чем обладает кристалл?
2019-12-09 13:40:32,275,kaggle,ждут милые щенята каких хозяев?
2019-12-09 13:40:32,276,kaggle,открыл что Питер?
2019-12-09 13:40:32,277,kaggle,что открыл Питер?
2019-12-09 13:40:32,278,kaggle,пакет открыл кто?
2019-12-09 13:40:32,279,kaggle,что дети имеют?
2019-12-09 13:40:32,280,kaggle,кто хорошие привозные крови имеет?
2019-12-09 13:40:32,281,kaggle,как приобретается чаша?
2019-12-09 13:40:32,282,kaggle,как чаша приобретается?
2019-12-09 13:40:32,283,kaggle,чаша как приобретается?
2019-12-09 13:40:32,284,kaggle,Чердыш любил что?
2019-12-09 13:40:32,285,kaggle,Чердыш что любил?
2019-12-09 13:40:32,286,kaggle,кто любил ласку?
2019-12-09 13:40:32,287,kaggle,ласку кто любил?
2019-12-09 13:40:32,288,kaggle,пользовался чем отец?
2019-12-09 13:40:32,289,kaggle,чем пользовался отец?
2019-12-09 13:40:32,290,kaggle,кто телефоном пользовался?
2019-12-09 13:40:32,291,kaggle,факелы плевались чем?
2019-12-09 13:40:32,292,kaggle,плевались чем факелы?
2019-12-09 13:40:32,293,kaggle,как вырос ребёнок?
2019-12-09 13:40:32,294,kaggle,вырос как ребёнок?
2019-12-09 13:40:32,295,kaggle,вырос ребёнок как?
2019-12-09 13:40:32,296,kaggle,ребёнок вырос как?
2019-12-09 13:40:32,297,kaggle,оглядел кто стены?
2019-12-09 13:40:32,298,kaggle,оглядел стены кто?
2019-12-09 13:40:32,299,kaggle,стены кто оглядел?
2019-12-09 13:40:32,300,kaggle,стены оглядел кто?
2019-12-09 13:40:32,301,kaggle,забыл кто начисто?
2019-12-09 13:40:32,302,kaggle,забыл начисто кто?
2019-12-09 13:40:32,303,kaggle,начисто кто забыл?
2019-12-09 13:40:32,304,kaggle,побывал где писатель?
2019-12-09 13:40:32,305,kaggle,побывал писатель где?
2019-12-09 13:40:32,306,kaggle,писатель побывал где?
2019-12-09 13:40:32,307,kaggle,имеют что часы?
2019-12-09 13:40:32,308,kaggle,что оригинальное происхождение имеет?
2019-12-09 13:40:32,309,kaggle,оригинальное происхождение что имеет?
2019-12-09 13:40:32,310,kaggle,имеют часы какое происхождение?
2019-12-09 13:40:32,311,kaggle,закрываются рукава чем?
2019-12-09 13:40:32,312,kaggle,что отворотами закрывается?
2019-12-09 13:40:32,313,kaggle,отворотами что закрывается?
2019-12-09 13:40:32,314,kaggle,отворотами закрывается что?
2019-12-09 13:40:32,315,kaggle,имеет чехол что?
2019-12-09 13:40:32,316,kaggle,что брюки имеют?
2019-12-09 13:40:32,317,kaggle,защитную стрейчевую основу имеет что?
2019-12-09 13:40:32,318,kaggle,горошек покачал чем?
2019-12-09 13:40:32,319,kaggle,горошек чем покачал?
2019-12-09 13:40:32,320,kaggle,покачал чем горошек?
2019-12-09 13:40:32,321,kaggle,работает что идеально?
2019-12-09 13:40:32,322,kaggle,идеально что работает?
2019-12-09 13:40:32,323,kaggle,лаю кто наддал?
2019-12-09 13:40:32,324,kaggle,что командиру понравилось?
2019-12-09 13:40:32,325,kaggle,понравилось что командиру?
2019-12-09 13:40:32,326,kaggle,понравилось командиру что?
2019-12-09 13:40:32,327,kaggle,командиру понравилось что?
2019-12-09 13:40:32,328,kaggle,как сема одевается?
2019-12-09 13:40:32,329,kaggle,что одевается молча?
2019-12-09 13:40:32,330,kaggle,что молча одевается?
2019-12-09 13:40:32,331,kaggle,молча что одевается?
2019-12-09 13:40:32,332,kaggle,как педаль покупается?
2019-12-09 13:40:32,333,kaggle,что отдельно покупается?
2019-12-09 13:40:32,334,kaggle,покупается отдельно что?
2019-12-09 13:40:32,335,kaggle,отдельно покупается что?
2019-12-09 13:40:32,336,kaggle,юбка что держит?
2019-12-09 13:40:32,337,kaggle,форму что держит?
2019-12-09 13:40:32,338,kaggle,что шотландские милашки ищут?
2019-12-09 13:40:32,339,kaggle,дом ищет какой мальчик?
2019-12-09 13:40:32,340,kaggle,что двухмесячный мальчик ищет?
2019-12-09 13:40:32,341,kaggle,что гарантирует наименование бренда?
2019-12-09 13:40:32,342,kaggle,гарантирует качество что?
2019-12-09 13:40:32,343,kaggle,качество что гарантирует?
2019-12-09 13:40:32,344,kaggle,мысли изменяют что?
2019-12-09 13:40:32,345,kaggle,приглашает какой котик кошечек?
2019-12-09 13:40:32,346,kaggle,приглашает обходительный котик кого?
2019-12-09 13:40:32,347,kaggle,кто кошечек приглашает?
2019-12-09 13:40:32,348,kaggle,что начальник дал?
2019-12-09 13:40:32,349,kaggle,кто команду дал?
2019-12-09 13:40:32,350,kaggle,команду кто дал?
2019-12-09 13:40:32,351,kaggle,команду дал кто?
2019-12-09 13:40:32,352,kaggle,кто там живет?
2019-12-09 13:40:32,353,kaggle,там кто живет?
2019-12-09 13:40:32,354,kaggle,пеликан что смотрите?
2019-12-09 13:40:32,355,kaggle,смотрите что пеликан?
2019-12-09 13:40:32,356,kaggle,другие мои лоты кто смотрит?
2019-12-09 13:40:32,357,kaggle,ждут что котятки?
2019-12-09 13:40:32,358,kaggle,что ждут котятки?
2019-12-09 13:40:32,359,kaggle,новый любящий дом кто ждет?
2019-12-09 13:40:32,360,kaggle,где имеется застежка?
2019-12-09 13:40:32,361,kaggle,что спереди имеется?
2019-12-09 13:40:32,362,kaggle,спереди что имеется?
2019-12-09 13:40:32,363,kaggle,молодая кошечка ищет какой дом?
2019-12-09 13:40:32,364,kaggle,ищет молодая кошечка какой дом?
2019-12-09 13:40:32,365,kaggle,молодая кошечка ищет что?
2019-12-09 13:40:32,366,kaggle,котята любят что?
2019-12-09 13:40:32,367,kaggle,кто любит внимание и ласку?
2019-12-09 13:40:32,368,kaggle,кто внимание и ласку любит?
2019-12-09 13:40:32,369,kaggle,любит кто внимание и ласку?
2019-12-09 13:40:32,370,kaggle,торможение выполняется чем?
2019-12-09 13:40:32,371,kaggle,чем торможение выполняется?
2019-12-09 13:40:32,372,kaggle,выполняется что надёжным ободным тормозом?
2019-12-09 13:40:32,373,kaggle,потерял что Урри?
2019-12-09 13:40:32,374,kaggle,что Урри потерял?
2019-12-09 13:40:32,375,kaggle,что потерял Урри?
2019-12-09 13:40:32,376,kaggle,потеряло сознание что?
2019-12-09 13:40:32,377,kaggle,что имеет индивидуальный профиль?
2019-12-09 13:40:32,378,kaggle,ждут своих хозяев какие красавцы?
2019-12-09 13:40:32,379,kaggle,кого ждут маленькие красавцы?
2019-12-09 13:40:32,380,kaggle,кто своих хозяев ждет?
2019-12-09 13:40:32,381,kaggle,ждет своих хозяев кто?
2019-12-09 13:40:32,382,kaggle,имеет что квартира?
2019-12-09 13:40:32,383,kaggle,удобное расположение имеет что?
2019-12-09 13:40:32,384,kaggle,какое расположение квартира имеет?
2019-12-09 13:40:32,385,kaggle,отпустил кого отец?
2019-12-09 13:40:32,386,kaggle,кого отпустил отец?
2019-12-09 13:40:32,387,kaggle,кто отпустил мальчишку?
2019-12-09 13:40:32,388,kaggle,кто подходил медленно?
2019-12-09 13:40:32,389,kaggle,кто медленно подходил?
2019-12-09 13:40:32,390,kaggle,подходил медленно кто?
2019-12-09 13:40:32,391,kaggle,что охраняется круглогодично?
2019-12-09 13:40:32,392,kaggle,что круглогодично охраняется?
2019-12-09 13:40:32,393,kaggle,охраняется круглогодично что?
2019-12-09 13:40:32,394,kaggle,круглогодично что охраняется?
2019-12-09 13:40:32,395,kaggle,панорамное остеление какой вид открывает?
2019-12-09 13:40:32,396,kaggle,открывает что панорамное остеление?
2019-12-09 13:40:32,397,kaggle,открывает что шикарный вид?
2019-12-09 13:40:32,398,kaggle,шикарный вид открывает что?
2019-12-09 13:40:32,399,kaggle,кто ест молча?
2019-12-09 13:40:32,400,kaggle,кто молча ест?
2019-12-09 13:40:32,401,kaggle,ест кто молча?
2019-12-09 13:40:32,402,kaggle,ломала что дочь?
2019-12-09 13:40:32,403,kaggle,ждет перспективная девочка каких родителей?
2019-12-09 13:40:32,404,kaggle,перспективная девочка кого ждет?
2019-12-09 13:40:32,405,kaggle,ждет своих родителей кто?
2019-12-09 13:40:32,406,kaggle,позади бежал кто?
2019-12-09 13:40:32,407,kaggle,как живут соседи?
2019-12-09 13:40:32,408,kaggle,живут как соседи?
2019-12-09 13:40:32,409,kaggle,кто постоянно живет?
2019-12-09 13:40:32,410,kaggle,постоянно кто живет?
2019-12-09 13:40:32,411,kaggle,вся продукция имеет какие размеры?
2019-12-09 13:40:32,412,kaggle,имеет вся продукция какие размеры?
2019-12-09 13:40:32,413,kaggle,имеет какие размеры вся продукция?
2019-12-09 13:40:32,414,kaggle,вся продукция имеет что?
2019-12-09 13:40:32,415,kaggle,бросился кто туда?
2019-12-09 13:40:32,416,kaggle,бросился туда кто?
2019-12-09 13:40:32,417,kaggle,туда кто бросился?
2019-12-09 13:40:32,418,kaggle,что бесшумно работает?
2019-12-09 13:40:32,419,kaggle,работает что бесшумно?
2019-12-09 13:40:32,420,kaggle,шуба что имеет?
2019-12-09 13:40:32,421,kaggle,поближе подошел кто?
2019-12-09 13:40:32,422,kaggle,стоящая баня как есть?
2019-12-09 13:40:32,423,kaggle,одевал кто пару раз?
2019-12-09 13:40:32,424,kaggle,Снабби кому подмигнул?
2019-12-09 13:40:32,425,kaggle,что остается внутри?
2019-12-09 13:40:32,426,kaggle,остается что внутри?
2019-12-09 13:40:32,427,kaggle,внутри что остается?
2019-12-09 13:40:32,428,kaggle,что использовалось круглогодично?
2019-12-09 13:40:32,429,kaggle,использовалось что круглогодично?
2019-12-09 13:40:32,430,kaggle,украсит любой интерьер как?
2019-12-09 13:40:32,431,kaggle,идеально украсит какой интерьер?
2019-12-09 13:40:32,432,kaggle,садик где сдается?
2019-12-09 13:40:32,433,kaggle,рядом что сдается?
2019-12-09 13:40:32,434,kaggle,рядом сдается что?
2019-12-09 13:40:32,435,kaggle,электрод обладает чем?
2019-12-09 13:40:32,436,kaggle,высокими технологическими свойствами обладает что?
2019-12-09 13:40:32,437,kaggle,ест кого люди?
2019-12-09 13:40:32,438,kaggle,кого ест люди?
2019-12-09 13:40:32,439,kaggle,Ешо ест кто?
2019-12-09 13:40:32,440,kaggle,продулось что вконец?
2019-12-09 13:40:32,441,kaggle,работает как автоматика?
2019-12-09 13:40:32,442,kaggle,работает автоматика как?
2019-12-09 13:40:32,443,kaggle,отлично что работает?
2019-12-09 13:40:32,444,kaggle,отлично работает что?
2019-12-09 13:40:32,445,kaggle,ребенок ходил что?
2019-12-09 13:40:32,446,kaggle,что ходил ребенок?
2019-12-09 13:40:32,447,kaggle,пару раз ходил кто?
2019-12-09 13:40:32,448,kaggle,кто ищу работу?
2019-12-09 13:40:32,449,kaggle,работу кто ищу?
2019-12-09 13:40:32,450,kaggle,работает как двигатель?
2019-12-09 13:40:32,451,kaggle,работает отлично что?
